timestamp,open,high,low,close,volume,symbol,launch_date,hours_from_launch
2025-03-28 08:00:00,1998.0,2000.0,1949.75,1952.26,130.121,ETHUSDT_250926,2025-03-28 13:30:00,0
2025-03-28 09:00:00,1952.5,1963.1,1949.31,1955.75,86.948,ETHUSDT_250926,2025-03-28 13:30:00,1
2025-03-28 10:00:00,1955.14,1961.84,1952.36,1954.96,423.249,ETHUSDT_250926,2025-03-28 13:30:00,2
2025-03-28 11:00:00,1956.11,1970.2,1910.56,1947.07,480.695,ETHUSDT_250926,2025-03-28 13:30:00,3
2025-03-28 12:00:00,1946.47,1950.0,1927.62,1931.54,856.344,ETHUSDT_250926,2025-03-28 13:30:00,4
2025-03-28 13:00:00,1931.57,1950.33,1927.39,1933.98,514.588,ETHUSDT_250926,2025-03-28 13:30:00,5
2025-03-28 14:00:00,1934.37,1942.74,1923.44,1935.6,395.372,ETHUSDT_250926,2025-03-28 13:30:00,6
2025-03-28 15:00:00,1935.82,1936.93,1919.48,1920.36,344.383,ETHUSDT_250926,2025-03-28 13:30:00,7
2025-03-28 16:00:00,1920.0,1927.03,1908.27,1916.73,408.013,ETHUSDT_250926,2025-03-28 13:30:00,8
2025-03-28 17:00:00,1916.65,1932.54,1912.0,1931.7,180.145,ETHUSDT_250926,2025-03-28 13:30:00,9
2025-03-28 18:00:00,1931.56,1935.06,1920.0,1927.47,175.231,ETHUSDT_250926,2025-03-28 13:30:00,10
2025-03-28 19:00:00,1926.67,1930.68,1918.05,1921.54,97.808,ETHUSDT_250926,2025-03-28 13:30:00,11
2025-03-28 20:00:00,1922.09,1937.97,1922.09,1925.28,102.376,ETHUSDT_250926,2025-03-28 13:30:00,12
2025-03-28 21:00:00,1925.27,1937.58,1921.94,1934.97,64.938,ETHUSDT_250926,2025-03-28 13:30:00,13
2025-03-28 22:00:00,1934.2,1950.46,1933.44,1950.13,68.429,ETHUSDT_250926,2025-03-28 13:30:00,14
2025-03-28 23:00:00,1948.28,1950.03,1940.14,1944.39,42.339,ETHUSDT_250926,2025-03-28 13:30:00,15
2025-03-29 00:00:00,1944.73,1961.29,1943.0,1950.1,144.968,ETHUSDT_250926,2025-03-28 13:30:00,16
2025-03-29 01:00:00,1951.51,1962.19,1948.6,1958.09,79.55,ETHUSDT_250926,2025-03-28 13:30:00,17
2025-03-29 02:00:00,1958.8,1961.52,1941.43,1942.3,63.43,ETHUSDT_250926,2025-03-28 13:30:00,18
2025-03-29 03:00:00,1942.0,1953.0,1931.89,1948.36,188.866,ETHUSDT_250926,2025-03-28 13:30:00,19
2025-03-29 04:00:00,1947.27,1952.18,1938.35,1943.14,30.016,ETHUSDT_250926,2025-03-28 13:30:00,20
2025-03-29 05:00:00,1942.26,1943.19,1930.53,1935.61,119.806,ETHUSDT_250926,2025-03-28 13:30:00,21
2025-03-29 06:00:00,1935.02,1935.06,1923.4,1928.91,74.194,ETHUSDT_250926,2025-03-28 13:30:00,22
2025-03-29 07:00:00,1929.53,1932.52,1922.09,1926.92,84.623,ETHUSDT_250926,2025-03-28 13:30:00,23
