symbol,launch_date,first_price,last_price_24h,performance_24h,max_gain_24h,max_loss_24h,high_24h,low_24h,total_volume_24h,candles_count
TACUSDT,2025-07-15 15:30:00,0.01875,0.01828,-2.506666666666657,40.42666666666667,-9.333333333333323,0.02633,0.017,11650266997.0,24
TUTUSDT,2025-03-20 14:30:00,0.04287,0.03151,-26.49871705155119,16.631677163517622,-26.941917424772566,0.05,0.03132,4950970757.0,24
HUSDT,2025-06-25 14:30:00,0.03511,0.02787,-20.62090572486472,52.37823981771573,-21.959555682141843,0.0535,0.0274,12953684811.0,24
AWEUSDT,2025-05-21 13:30:00,0.06696,0.069566,3.891875746714452,6.6308243727598555,-5.506272401433706,0.0714,0.063273,778274153.0,24
ETHUSDT_251226,2025-06-27 13:30:00,2460.0,2493.77,1.3727642276422756,3.6585365853658534,-0.41869918699187736,2550.0,2449.7,3072.023,24
FHEUSDT,2025-04-12 20:30:00,0.05881,0.07701,30.94711783710252,81.31270192144193,0.0,0.10663,0.05881,2126702037.0,24
HBARUSDC,2025-03-07 15:30:00,0.2537,0.22763,-10.275916436736296,1.5884903429247275,-10.614899487583754,0.25773,0.22677,9459578.0,24
FUNUSDT,2025-03-31 13:30:00,0.005001,0.004328,-13.45730853829234,5.158968206358719,-17.236552689462105,0.005259,0.004139,9109496898.0,24
FARTCOINUSDT,2024-12-20 23:30:00,1.0336,0.91,-11.958204334365329,13.544891640866863,-24.525928792569662,1.1736,0.7801,127248737.69999999,24
BMTUSDT,2025-03-17 18:30:00,0.1106,0.2684,142.67631103074143,169.0777576853526,0.0,0.2976,0.1106,3282347634.0,24
ASRUSDT,2025-05-06 14:30:00,1.86,1.717,-7.688172043010753,27.634408602150533,-15.107526881720437,2.374,1.579,84554458.5,24
PENGUUSDT,2024-12-17 21:30:00,0.033401,0.034564,3.4819316786922467,18.158138977874916,-21.511331996048025,0.039466,0.026216,48264206483.0,24
TSTUSDT,2025-02-09 18:30:00,0.3735,0.1655,-55.689424364123155,0.0,-60.85676037483266,0.3735,0.1462,10768368402.0,24
ZRCUSDT,2025-07-29 14:30:00,0.03532,0.03608,2.151755379388459,40.37372593431485,-0.6228765571913872,0.04958,0.0351,3626541221.0,24
WLFIUSDC,2025-09-08 13:30:00,0.21,0.2192,4.380952380952388,6.428571428571435,-4.142857142857136,0.2235,0.2013,50853403.0,24
ICNTUSDT,2025-07-03 18:30:00,0.427,0.3171,-25.73770491803279,0.0,-33.723653395784545,0.427,0.283,1185979954.0,24
MERLUSDT,2025-05-29 13:30:00,0.156,0.13156,-15.666666666666659,0.0,-16.999999999999993,0.156,0.12948,417194115.0,24
BANANAS31USDT,2025-03-22 14:30:00,0.0044,0.005647,28.340909090909083,47.72727272727271,0.0,0.0065,0.0044,33099879739.0,24
ESPORTSUSDT,2025-07-29 15:30:00,0.1668,0.1165,-30.155875299760186,52.158273381294975,-33.093525179856115,0.2538,0.1116,1296307193.0,24
MELANIAUSDT,2025-01-20 14:30:00,11.0,5.014,-54.41818181818182,6.309090909090917,-70.17272727272726,11.694,3.281,516393740.02,24
