timestamp,open,high,low,close,volume,symbol,launch_date,hours_from_launch
2025-04-21 13:00:00,0.0178,0.018515,0.015778,0.016821,909200321,EPTUSDT,2025-04-21 18:30:00,0
2025-04-21 14:00:00,0.016824,0.01739,0.013773,0.014328,1262968660,EPTUSDT,2025-04-21 18:30:00,1
2025-04-21 15:00:00,0.014321,0.015,0.013344,0.014528,881217860,EPTUSDT,2025-04-21 18:30:00,2
2025-04-21 16:00:00,0.014529,0.014778,0.0137,0.014005,579389330,EPTUSDT,2025-04-21 18:30:00,3
2025-04-21 17:00:00,0.014006,0.014653,0.013852,0.014406,379120158,EPTUSDT,2025-04-21 18:30:00,4
2025-04-21 18:00:00,0.014404,0.015558,0.014324,0.015071,435648695,EPTUSDT,2025-04-21 18:30:00,5
2025-04-21 19:00:00,0.015084,0.015304,0.01221,0.013314,793163463,EPTUSDT,2025-04-21 18:30:00,6
2025-04-21 20:00:00,0.013314,0.0135,0.013105,0.0134,188288616,EPTUSDT,2025-04-21 18:30:00,7
2025-04-21 21:00:00,0.013399,0.013969,0.012666,0.0132,435194356,EPTUSDT,2025-04-21 18:30:00,8
2025-04-21 22:00:00,0.013211,0.013584,0.013078,0.013382,135254594,EPTUSDT,2025-04-21 18:30:00,9
2025-04-21 23:00:00,0.013381,0.013928,0.013174,0.013584,160538008,EPTUSDT,2025-04-21 18:30:00,10
2025-04-22 00:00:00,0.013584,0.013614,0.012608,0.012884,306189961,EPTUSDT,2025-04-21 18:30:00,11
2025-04-22 01:00:00,0.012902,0.013185,0.012775,0.013055,172872508,EPTUSDT,2025-04-21 18:30:00,12
2025-04-22 02:00:00,0.013045,0.0133,0.012891,0.013228,147675057,EPTUSDT,2025-04-21 18:30:00,13
2025-04-22 03:00:00,0.013228,0.014399,0.013146,0.01406,375489859,EPTUSDT,2025-04-21 18:30:00,14
2025-04-22 04:00:00,0.014065,0.0144,0.013522,0.013962,302520819,EPTUSDT,2025-04-21 18:30:00,15
2025-04-22 05:00:00,0.01396,0.014847,0.0138,0.014509,346046966,EPTUSDT,2025-04-21 18:30:00,16
2025-04-22 06:00:00,0.014512,0.014656,0.0135,0.014156,447984097,EPTUSDT,2025-04-21 18:30:00,17
2025-04-22 07:00:00,0.014156,0.014662,0.0139,0.014225,229908224,EPTUSDT,2025-04-21 18:30:00,18
2025-04-22 08:00:00,0.014222,0.014298,0.012801,0.013275,527895442,EPTUSDT,2025-04-21 18:30:00,19
2025-04-22 09:00:00,0.013268,0.013436,0.013006,0.01323,237145161,EPTUSDT,2025-04-21 18:30:00,20
2025-04-22 10:00:00,0.013228,0.013293,0.012351,0.012729,470775072,EPTUSDT,2025-04-21 18:30:00,21
2025-04-22 11:00:00,0.012725,0.013056,0.01185,0.012324,859850303,EPTUSDT,2025-04-21 18:30:00,22
2025-04-22 12:00:00,0.012323,0.0126,0.012041,0.012473,387079952,EPTUSDT,2025-04-21 18:30:00,23
