timestamp,open,high,low,close,volume,symbol,launch_date,hours_from_launch
2025-05-22 16:00:00,0.24,0.2974,0.2318,0.29437,72030071,BUSDT,2025-05-22 21:30:00,0
2025-05-22 17:00:00,0.29437,0.296,0.25759,0.27188,91241256,BUSDT,2025-05-22 21:30:00,1
2025-05-22 18:00:00,0.27177,0.2746,0.25455,0.26409,31121188,BUSDT,2025-05-22 21:30:00,2
2025-05-22 19:00:00,0.26428,0.26444,0.247,0.25161,19340270,BUSDT,2025-05-22 21:30:00,3
2025-05-22 20:00:00,0.2516,0.26229,0.24472,0.25389,12640179,BUSDT,2025-05-22 21:30:00,4
2025-05-22 21:00:00,0.25387,0.25737,0.2504,0.25313,6638783,BUSDT,2025-05-22 21:30:00,5
2025-05-22 22:00:00,0.25313,0.25396,0.24516,0.2477,5432548,BUSDT,2025-05-22 21:30:00,6
2025-05-22 23:00:00,0.24771,0.24787,0.2335,0.24092,7816711,BUSDT,2025-05-22 21:30:00,7
2025-05-23 00:00:00,0.2409,0.25934,0.2284,0.25503,29644742,BUSDT,2025-05-22 21:30:00,8
2025-05-23 01:00:00,0.25506,0.27562,0.25451,0.27346,20330135,BUSDT,2025-05-22 21:30:00,9
2025-05-23 02:00:00,0.27346,0.28583,0.2631,0.26928,25152183,BUSDT,2025-05-22 21:30:00,10
2025-05-23 03:00:00,0.2694,0.279,0.26305,0.27288,18116467,BUSDT,2025-05-22 21:30:00,11
2025-05-23 04:00:00,0.27288,0.30878,0.27228,0.29963,38835273,BUSDT,2025-05-22 21:30:00,12
2025-05-23 05:00:00,0.29963,0.30711,0.28572,0.29389,45229276,BUSDT,2025-05-22 21:30:00,13
2025-05-23 06:00:00,0.29389,0.297,0.26298,0.26657,55313795,BUSDT,2025-05-22 21:30:00,14
2025-05-23 07:00:00,0.26666,0.2769,0.25562,0.25955,38012903,BUSDT,2025-05-22 21:30:00,15
2025-05-23 08:00:00,0.2596,0.265,0.24624,0.24908,43505659,BUSDT,2025-05-22 21:30:00,16
2025-05-23 09:00:00,0.24909,0.25049,0.228,0.23263,49042158,BUSDT,2025-05-22 21:30:00,17
2025-05-23 10:00:00,0.23261,0.23297,0.20791,0.21034,74672873,BUSDT,2025-05-22 21:30:00,18
2025-05-23 11:00:00,0.21028,0.21759,0.12616,0.18172,447262178,BUSDT,2025-05-22 21:30:00,19
2025-05-23 12:00:00,0.18172,0.233,0.18118,0.2208,176242746,BUSDT,2025-05-22 21:30:00,20
2025-05-23 13:00:00,0.22081,0.235,0.21315,0.22699,73780102,BUSDT,2025-05-22 21:30:00,21
2025-05-23 14:00:00,0.227,0.25341,0.22306,0.24277,78403651,BUSDT,2025-05-22 21:30:00,22
2025-05-23 15:00:00,0.2428,0.28743,0.23509,0.27894,101820316,BUSDT,2025-05-22 21:30:00,23
