timestamp,open,high,low,close,volume,symbol,launch_date,hours_from_launch
2025-03-06 10:00:00,13.5,13.719,13.303,13.634,6842.18,TRUMPUSDC,2025-03-06 15:30:00,0
2025-03-06 11:00:00,13.634,13.796,13.539,13.574,20032.5,TRUMPUSDC,2025-03-06 15:30:00,1
2025-03-06 12:00:00,13.575,13.577,13.271,13.358,14434.0,TRUMPUSDC,2025-03-06 15:30:00,2
2025-03-06 13:00:00,13.352,13.463,13.228,13.328,9410.08,TRUMPUSDC,2025-03-06 15:30:00,3
2025-03-06 14:00:00,13.328,13.409,13.124,13.303,9485.15,TRUMPUSDC,2025-03-06 15:30:00,4
2025-03-06 15:00:00,13.284,13.554,13.266,13.4,10670.23,TRUMPUSDC,2025-03-06 15:30:00,5
2025-03-06 16:00:00,13.416,13.444,13.128,13.137,8181.52,TRUMPUSDC,2025-03-06 15:30:00,6
2025-03-06 17:00:00,13.136,13.136,12.83,12.953,21900.89,TRUMPUSDC,2025-03-06 15:30:00,7
2025-03-06 18:00:00,12.95,13.037,12.892,13.007,9873.12,TRUMPUSDC,2025-03-06 15:30:00,8
2025-03-06 19:00:00,13.016,13.073,12.869,12.916,5162.85,TRUMPUSDC,2025-03-06 15:30:00,9
2025-03-06 20:00:00,12.905,13.059,12.9,12.96,4704.19,TRUMPUSDC,2025-03-06 15:30:00,10
2025-03-06 21:00:00,12.96,13.153,12.955,13.029,7811.7,TRUMPUSDC,2025-03-06 15:30:00,11
2025-03-06 22:00:00,13.05,13.417,13.05,13.229,14086.76,TRUMPUSDC,2025-03-06 15:30:00,12
2025-03-06 23:00:00,13.207,13.257,13.074,13.074,4221.22,TRUMPUSDC,2025-03-06 15:30:00,13
2025-03-07 00:00:00,13.084,13.333,12.245,12.352,41756.36,TRUMPUSDC,2025-03-06 15:30:00,14
2025-03-07 01:00:00,12.348,12.831,12.282,12.657,23167.32,TRUMPUSDC,2025-03-06 15:30:00,15
2025-03-07 02:00:00,12.663,12.748,12.558,12.558,7681.84,TRUMPUSDC,2025-03-06 15:30:00,16
2025-03-07 03:00:00,12.558,12.613,12.485,12.505,8536.75,TRUMPUSDC,2025-03-06 15:30:00,17
2025-03-07 04:00:00,12.505,12.721,12.5,12.636,6586.05,TRUMPUSDC,2025-03-06 15:30:00,18
2025-03-07 05:00:00,12.63,12.882,12.63,12.753,6468.86,TRUMPUSDC,2025-03-06 15:30:00,19
2025-03-07 06:00:00,12.753,12.771,12.663,12.71,4100.92,TRUMPUSDC,2025-03-06 15:30:00,20
2025-03-07 07:00:00,12.71,12.786,12.678,12.76,5433.19,TRUMPUSDC,2025-03-06 15:30:00,21
2025-03-07 08:00:00,12.767,12.82,12.677,12.8,5239.39,TRUMPUSDC,2025-03-06 15:30:00,22
2025-03-07 09:00:00,12.8,13.184,12.8,13.088,10227.64,TRUMPUSDC,2025-03-06 15:30:00,23
