symbol,launch_date,entry_time,exit_time,entry_price,exit_price,position_size,profit_usd,profit_pct,exit_reason,capital_before,capital_after,duration_minutes
PENGUUSDT,2024-12-17 21:30:00,2024-12-17 16:17:00,2024-12-17 16:32:00,0.036935,0.036196,54149.180994,-40.0,-2.0,Stop Loss,2000.0,1960.0,15
LUMIAUSDT,2024-12-18 16:30:00,2024-12-18 11:32:00,2024-12-18 11:38:00,1.872,1.83456,1047.008547,-39.2,-2.0,Stop Loss,1960.0,1920.8,6
USUALUSDT,2024-12-18 18:30:00,2024-12-18 13:02:00,2024-12-18 13:03:00,0.8145,0.79821,2358.256599,-38.416,-2.0,Stop Loss,1920.8,1882.384,1
AIXBTUSDT,2024-12-20 23:30:00,2024-12-20 18:33:00,2024-12-20 19:40:00,0.27193,0.326316,6922.310889,376.4768,20.0,Target Hit,1882.384,2258.8608,67
FARTCOINUSDT,2024-12-20 23:30:00,2024-12-20 18:47:00,2024-12-20 18:48:00,1.08,1.0584,2091.537778,-45.177216,-2.0,Stop Loss,2258.8608,2213.683584,1
CGPTUSDT,2024-12-21 00:30:00,2024-12-20 19:17:00,2024-12-20 19:49:00,0.2368,0.232064,9348.325946,-44.273672,-2.0,Stop Loss,2213.683584,2169.409912,32
KMNOUSDT,2024-12-21 00:30:00,2024-12-20 19:02:00,2024-12-20 21:11:00,0.19083,0.187013,11368.285449,-43.388198,-2.0,Stop Loss,2169.409912,2126.021714,129
HIVEUSDT,2024-12-23 16:30:00,2024-12-23 11:32:00,2024-12-23 12:40:00,0.35999,0.35279,5905.779922,-42.520434,-2.0,Stop Loss,2126.021714,2083.50128,68
DEXEUSDT,2024-12-24 16:30:00,2024-12-24 11:32:00,2024-12-24 12:01:00,12.971,12.71158,160.627652,-41.670026,-2.0,Stop Loss,2083.50128,2041.831254,29
DFUSDT,2024-12-30 16:30:00,2024-12-30 11:47:00,2024-12-30 13:58:00,0.09158,0.089748,22295.602252,-40.836625,-2.0,Stop Loss,2041.831254,2000.994629,131
PHAUSDT,2024-12-30 16:30:00,2024-12-30 11:32:00,2024-12-30 11:44:00,0.45001,0.44101,4446.555919,-40.019893,-2.0,Stop Loss,2000.994629,1960.974737,12
AI16ZUSDT,2025-01-02 18:30:00,2025-01-02 13:47:00,2025-01-02 14:03:00,2.0616,2.020368,951.190695,-39.219495,-2.0,Stop Loss,1960.974737,1921.755242,16
GRIFFAINUSDT,2025-01-02 18:30:00,2025-01-02 13:32:00,2025-01-02 16:27:00,0.39,0.3822,4927.577543,-38.435105,-2.0,Stop Loss,1921.755242,1883.320137,175
ZEREBROUSDT,2025-01-02 19:30:00,2025-01-02 14:02:00,2025-01-02 14:16:00,0.6677,0.654346,2820.608263,-37.666403,-2.0,Stop Loss,1883.320137,1845.653734,14
BIOUSDT,2025-01-03 17:30:00,2025-01-03 12:17:00,2025-01-03 12:59:00,0.7507,0.90084,2458.576974,369.130747,20.0,Target Hit,1845.653734,2214.784481,42
COOKIEUSDT,2025-01-07 16:30:00,2025-01-07 11:32:00,2025-01-07 11:54:00,0.6508,0.637784,3403.17222,-44.29569,-2.0,Stop Loss,2214.784481,2170.488791,22
ALCHUSDT,2025-01-07 16:30:00,2025-01-07 11:47:00,2025-01-07 12:58:00,0.19862,0.194648,10927.846095,-43.409776,-2.0,Stop Loss,2170.488791,2127.079016,71
SWARMSUSDT,2025-01-07 17:30:00,2025-01-07 12:17:00,2025-01-07 12:25:00,0.503,0.49294,4228.785319,-42.54158,-2.0,Stop Loss,2127.079016,2084.537435,8
SONICUSDT,2025-01-08 12:30:00,2025-01-08 07:03:00,2025-01-08 09:33:00,0.9686,0.949228,2152.113809,-41.690749,-2.0,Stop Loss,2084.537435,2042.846687,150
DUSDT,2025-01-09 15:30:00,2025-01-09 10:02:00,2025-01-09 10:17:00,0.1902,0.186396,10740.518857,-40.856934,-2.0,Stop Loss,2042.846687,2001.989753,15
PROMUSDT,2025-01-15 17:30:00,2025-01-15 12:32:00,2025-01-15 14:08:00,8.683,8.50934,230.564293,-40.039795,-2.0,Stop Loss,2001.989753,1961.949958,96
SUSDT,2025-01-16 15:30:00,2025-01-16 10:02:00,2025-01-16 13:59:00,0.7889,0.7912,2486.943792,5.719971,0.291545,4h Timeout,1961.949958,1967.669929,237
SOLVUSDT,2025-01-17 17:30:00,2025-01-17 12:17:00,2025-01-17 12:26:00,0.1501,0.147098,13109.06015,-39.353399,-2.0,Stop Loss,1967.669929,1928.31653,9
AVAAIUSDT,2025-01-17 18:30:00,2025-01-17 13:17:00,2025-01-17 13:59:00,0.229,0.22442,8420.596201,-38.566331,-2.0,Stop Loss,1928.31653,1889.750199,42
