tp_pct,sl_pct,total_profit_usd,total_return_pct,total_trades,target_hits,stop_losses,timeouts,win_rate,avg_profit_per_trade,final_capital
80,15,9472.634560945451,473.63172804727253,20,3,5,12,15.0,473.63172804727253,11472.634560945451
80,7,7555.252905348643,377.76264526743216,20,3,9,8,15.0,377.76264526743216,9555.252905348643
60,15,6057.5979358080585,302.87989679040294,20,3,5,12,15.0,302.87989679040294,8057.5979358080585
80,5,5290.453398412428,264.5226699206214,20,3,9,8,15.0,264.5226699206214,7290.453398412428
80,10,4883.951393214289,244.19756966071446,20,3,9,8,15.0,244.19756966071446,6883.951393214289
60,7,4710.959516513725,235.54797582568625,20,3,9,8,15.0,235.54797582568625,6710.959516513725
45,15,3997.2154558234442,199.8607727911722,20,3,5,12,15.0,199.86077279117222,5997.215455823444
10,15,3152.102652092006,157.6051326046003,20,11,2,7,55.00000000000001,157.6051326046003,5152.102652092006
60,5,3120.318436196382,156.0159218098191,20,3,9,8,15.0,156.0159218098191,5120.318436196382
10,10,3003.8592232667543,150.1929611633377,20,10,3,7,50.0,150.1929611633377,5003.859223266754
45,7,2994.9216201249146,149.74608100624573,20,3,9,8,15.0,149.74608100624573,4994.921620124915
30,15,2984.344439500892,149.2172219750446,20,5,5,10,25.0,149.2172219750446,4984.344439500892
60,10,2834.819085494809,141.74095427474046,20,3,9,8,15.0,141.74095427474043,4834.819085494809
10,7,2823.442467530188,141.1721233765094,20,9,4,7,45.0,141.1721233765094,4823.442467530188
20,15,2628.0121477063876,131.40060738531938,20,10,5,5,50.0,131.40060738531938,4628.012147706388
45,5,1811.0182598997035,90.55091299498518,20,3,9,8,15.0,90.55091299498517,3811.0182598997035
20,7,1695.5895874152402,84.77947937076202,20,7,8,5,35.0,84.779479370762,3695.58958741524
15,15,1632.109916270746,81.6054958135373,20,10,5,5,50.0,81.6054958135373,3632.109916270746
45,10,1598.5230308878436,79.92615154439218,20,3,9,8,15.0,79.92615154439218,3598.5230308878436
30,7,1489.861749399356,74.4930874699678,20,4,9,7,20.0,74.4930874699678,3489.861749399356
10,5,1394.4859846517988,69.72429923258994,20,6,4,10,30.0,69.72429923258994,3394.485984651799
15,7,1295.3264517042335,64.76632258521168,20,7,8,5,35.0,64.76632258521167,3295.3264517042335
20,10,751.184922653531,37.55924613267655,20,7,8,5,35.0,37.55924613267655,2751.184922653531
30,5,746.4208018367799,37.321040091838995,20,3,9,8,15.0,37.321040091838995,2746.42080183678
20,5,733.8806516872996,36.69403258436498,20,5,8,7,25.0,36.69403258436498,2733.8806516872996
15,5,675.0798988957249,33.75399494478625,20,5,7,8,25.0,33.75399494478624,2675.079898895725
10,2,520.3636431043215,26.018182155216074,20,4,2,14,20.0,26.018182155216074,2520.3636431043215
30,10,514.2232120779627,25.71116060389813,20,4,9,7,20.0,25.711160603898133,2514.2232120779627
15,10,453.2086788054298,22.660433940271492,20,7,8,5,35.0,22.660433940271492,2453.20867880543
20,2,-178.24074206978844,-8.912037103489421,20,1,5,14,5.0,-8.912037103489421,1821.7592579302116
15,2,-254.1473778168811,-12.707368890844053,20,1,5,14,5.0,-12.707368890844055,1745.852622183119
45,2,-512.2299393569942,-25.61149696784971,20,0,6,14,0.0,-25.61149696784971,1487.7700606430058
30,2,-512.2299393569942,-25.61149696784971,20,0,6,14,0.0,-25.61149696784971,1487.7700606430058
60,2,-512.2299393569942,-25.61149696784971,20,0,6,14,0.0,-25.61149696784971,1487.7700606430058
80,2,-512.2299393569942,-25.61149696784971,20,0,6,14,0.0,-25.61149696784971,1487.7700606430058
