tp_pct,sl_pct,total_profit_usd,total_return_pct,total_trades,target_hits,stop_losses,timeouts,win_rate,avg_profit_per_trade,final_capital
80,15,22247.86014214675,1112.3930071073373,100,4,25,71,4.0,222.4786014214675,24247.86014214675
60,15,20206.940930518867,1010.3470465259434,100,8,25,67,8.0,202.06940930518869,22206.940930518867
20,15,11907.95497944807,595.3977489724035,100,32,24,44,32.0,119.0795497944807,13907.95497944807
45,15,11867.48527877569,593.3742639387846,100,12,25,63,12.0,118.6748527877569,13867.48527877569
60,7,9569.724970836109,478.4862485418055,100,7,45,48,7.000000000000001,95.69724970836108,11569.724970836109
80,10,9518.096558195546,475.90482790977734,100,4,42,54,4.0,95.18096558195546,11518.096558195546
80,7,9229.364883056447,461.4682441528224,100,3,45,52,3.0,92.29364883056446,11229.364883056447
15,15,9101.447900347333,455.07239501736666,100,36,22,42,36.0,91.01447900347334,11101.447900347333
60,10,8548.629380094058,427.4314690047029,100,8,42,50,8.0,85.48629380094059,10548.629380094058
60,5,6713.149560072143,335.65747800360714,100,7,47,46,7.000000000000001,67.13149560072142,8713.149560072143
80,5,6456.824681427332,322.84123407136656,100,3,47,50,3.0,64.56824681427332,8456.824681427332
45,7,5739.968619373431,286.9984309686715,100,10,45,45,10.0,57.399686193734304,7739.968619373431
20,10,4922.004357812087,246.10021789060434,100,27,39,34,27.0,49.220043578120865,6922.004357812087
10,10,4750.172952132422,237.50864760662114,100,37,30,33,37.0,47.50172952132422,6750.172952132422
15,10,4709.712719674729,235.48563598373642,100,31,36,33,31.0,47.09712719674729,6709.712719674729
45,10,4395.289637850352,219.7644818925176,100,11,42,47,11.0,43.95289637850352,6395.289637850352
20,7,4200.335261280635,210.01676306403172,100,23,41,36,23.0,42.003352612806346,6200.335261280635
15,7,3973.7194299191997,198.68597149596,100,26,38,36,26.0,39.737194299192,5973.7194299192
10,15,3784.757057777776,189.2378528888888,100,41,19,40,41.0,37.84757057777776,5784.757057777776
45,5,3273.52909633139,163.6764548165695,100,9,47,44,9.0,32.7352909633139,5273.52909633139
30,15,2770.6904270960695,138.53452135480347,100,16,25,59,16.0,27.706904270960695,4770.6904270960695
10,7,2473.9337153498,123.69668576749,100,29,33,38,28.999999999999996,24.739337153498,4473.9337153498
15,5,1930.4088291009207,96.52044145504604,100,20,39,41,20.0,19.304088291009208,3930.4088291009207
60,2,1576.355119597521,78.81775597987605,100,3,35,62,3.0,15.76355119597521,3576.355119597521
20,5,1342.3654182881037,67.11827091440519,100,17,43,40,17.0,13.423654182881037,3342.3654182881037
20,2,1253.2560009200006,62.66280004600004,100,9,31,60,9.0,12.532560009200006,3253.2560009200006
45,2,1209.0370827635938,60.4518541381797,100,5,35,60,5.0,12.090370827635939,3209.037082763594
15,2,1108.9479250233103,55.447396251165515,100,9,29,62,9.0,11.089479250233103,3108.9479250233103
10,5,758.4251604980614,37.92125802490307,100,22,35,43,22.0,7.584251604980613,2758.4251604980614
10,2,693.8858077275777,34.69429038637888,100,11,26,63,11.0,6.938858077275777,2693.8858077275777
80,2,628.037071955916,31.4018535977958,100,0,35,65,0.0,6.280370719559159,2628.037071955916
30,7,292.6730808131856,14.63365404065928,100,12,45,43,12.0,2.926730808131856,2292.6730808131856
30,10,62.95398380405322,3.147699190202661,100,14,42,44,14.000000000000002,0.6295398380405323,2062.953983804053
30,2,-141.11943810376556,-7.0559719051882785,100,5,35,60,5.0,-1.4111943810376557,1858.8805618962344
30,5,-202.88680259381135,-10.144340129690569,100,10,47,43,10.0,-2.0288680259381136,1797.1131974061886
