tp_pct,sl_pct,total_profit_usd,total_return_pct,total_trades,target_hits,stop_losses,timeouts,win_rate,avg_profit_per_trade,final_capital
20,15,26128.804133400485,1306.4402066700243,198,52,39,107,26.262626262626267,131.96365723939638,28128.804133400485
15,15,18903.958676643106,945.1979338321554,198,63,36,99,31.818181818181817,95.47453877092478,20903.958676643106
20,10,16613.197973891263,830.6598986945633,198,47,68,83,23.737373737373737,83.9050402721781,18613.197973891263
15,10,13864.646183029487,693.2323091514744,198,58,64,76,29.292929292929294,70.02346557085599,15864.646183029487
20,7,11170.46683678192,558.523341839096,198,41,83,74,20.707070707070706,56.41649917566626,13170.46683678192
15,7,9253.69998064412,462.684999032206,198,50,78,70,25.252525252525253,46.73585848810161,11253.69998064412
60,15,9150.608493789883,457.53042468949417,198,10,43,145,5.05050505050505,46.21519441308022,11150.608493789883
80,15,7801.554728180168,390.0777364090084,198,4,43,151,2.0202020202020203,39.4017915564655,9801.554728180168
10,10,6840.2756024150185,342.01378012075094,198,68,57,73,34.34343434343434,34.54684647684353,8840.275602415019
60,7,6602.0485482352,330.10242741175995,198,9,91,98,4.545454545454546,33.343679536541416,8602.0485482352
60,10,6525.612108851472,326.2806054425736,198,10,75,113,5.05050505050505,32.95763691339127,8525.612108851472
10,15,5969.564955394356,298.47824776971777,198,74,32,92,37.37373737373738,30.14931795653715,7969.564955394356
80,10,5494.142918091222,274.7071459045611,198,4,75,119,2.0202020202020203,27.74819655601627,7494.142918091222
80,7,4721.183744621801,236.05918723109008,198,3,91,104,1.5151515151515151,23.844362346574755,6721.183744621801
60,5,4190.937660602686,209.54688303013432,198,9,98,91,4.545454545454546,21.16635182122569,6190.937660602686
45,15,3718.782545652037,185.93912728260185,198,14,43,141,7.07070707070707,18.781730028545642,5718.782545652037
10,7,3368.0015194343077,168.40007597171538,198,57,71,70,28.78787878787879,17.010108684011655,5368.001519434308
80,5,2837.2697892929837,141.86348946464918,198,3,98,97,1.5151515151515151,14.329645400469614,4837.269789292984
45,7,2726.2217349362845,136.31108674681423,198,12,91,95,6.0606060606060606,13.768796641092345,4726.2217349362845
15,5,2532.7804816719326,126.63902408359664,198,38,85,75,19.19191919191919,12.79182061450471,4532.780481671933
20,5,2437.668880528515,121.88344402642575,198,30,90,78,15.151515151515152,12.311458992568257,4437.668880528515
45,10,2245.0791582152297,112.2539579107615,198,13,75,110,6.565656565656567,11.338783627349645,4245.07915821523
15,2,1878.9752090425695,93.94876045212848,198,21,79,98,10.606060606060606,9.489773783043281,3878.9752090425695
20,2,1416.8562319309867,70.84281159654934,198,16,83,99,8.080808080808081,7.155839555207003,3416.8562319309867
30,15,1366.505560461862,68.32527802309309,198,24,42,132,12.121212121212121,6.901543234655868,3366.505560461862
45,5,1077.3624337159358,53.86812168579679,198,11,98,89,5.555555555555555,5.441224412706746,3077.362433715936
10,2,852.4072919856462,42.62036459928231,198,25,73,100,12.626262626262626,4.30508733326084,2852.407291985646
10,5,734.5543029417254,36.72771514708627,198,44,77,77,22.22222222222222,3.709870216877401,2734.5543029417254
30,10,213.01196818445715,10.650598409222857,198,22,74,102,11.11111111111111,1.075818021133622,2213.011968184457
30,7,134.24918170111596,6.712459085055798,198,19,90,89,9.595959595959595,0.6780261702076563,2134.249181701116
60,2,-350.46534236472576,-17.523267118236287,198,3,90,105,1.5151515151515151,-1.7700269816400291,1649.5346576352742
45,2,-519.8847126090022,-25.994235630450113,198,5,90,103,2.525252525252525,-2.6256803667121327,1480.1152873909978
30,2,-549.3383549496318,-27.466917747481588,198,8,89,101,4.040404040404041,-2.7744361361092515,1450.6616450503682
30,5,-555.0539782410299,-27.752698912051493,198,16,97,85,8.080808080808081,-2.8033029204092417,1444.9460217589701
80,2,-787.8613597439755,-39.393067987198776,198,0,90,108,0.0,-3.979097776484725,1212.1386402560245
