tp_pct,sl_pct,total_profit_usd,total_return_pct,total_trades,target_hits,stop_losses,timeouts,win_rate,avg_profit_per_trade,final_capital
60,2,36617.43770182949,1830.8718850914743,198,8,159,31,4.040404040404041,184.9365540496439,38617.43770182949
20,2,33174.539294550355,1658.726964727518,198,29,150,19,14.646464646464647,167.54817825530483,35174.539294550355
80,2,30526.968825347678,1526.3484412673838,198,3,159,36,1.5151515151515151,154.17661022902868,32526.968825347678
20,15,26128.804133400485,1306.4402066700243,198,55,41,102,27.77777777777778,131.96365723939638,28128.804133400485
15,2,23003.525783327397,1150.1762891663698,198,37,146,15,18.68686868686869,116.17942314811816,25003.525783327397
45,2,19181.545843178796,959.0772921589398,198,10,159,29,5.05050505050505,96.87649415746867,21181.545843178796
15,15,18903.958676643113,945.1979338321557,198,70,38,90,35.35353535353536,95.47453877092481,20903.958676643113
20,10,16613.19797389124,830.6598986945621,198,50,71,77,25.252525252525253,83.90504027217798,18613.19797389124
20,7,16549.45086841255,827.4725434206275,198,45,93,60,22.727272727272727,83.58308519400278,18549.45086841255
15,10,13864.6461830295,693.232309151475,198,65,67,66,32.82828282828283,70.02346557085606,15864.6461830295
15,7,13189.441845257872,659.4720922628935,198,58,88,52,29.292929292929294,66.61334265281754,15189.441845257872
20,5,12597.93382863903,629.8966914319516,198,38,113,47,19.19191919191919,63.62592842746985,14597.93382863903
10,2,12372.888965326334,618.6444482663167,198,49,138,11,24.747474747474747,62.489338208718856,14372.888965326334
60,15,11129.604033213982,556.4802016606991,198,10,44,144,5.05050505050505,56.210121379868596,13129.604033213982
15,5,10052.69468711217,502.63473435560854,198,50,108,40,25.252525252525253,50.77118528844531,12052.69468711217
30,2,10025.551062319291,501.27755311596457,198,13,158,27,6.565656565656567,50.63409627433985,12025.551062319291
60,5,9555.830688391796,477.79153441958977,198,9,122,67,4.545454545454546,48.26177115349392,11555.830688391796
80,15,9541.121954246119,477.0560977123059,198,4,44,150,2.0202020202020203,48.18748461740464,11541.121954246119
60,7,8104.678922282286,405.2339461141143,198,9,101,88,4.545454545454546,40.93272182970852,10104.678922282286
60,10,7481.019654516349,374.05098272581745,198,10,77,111,5.05050505050505,37.78292754806237,9481.019654516349
80,5,7029.112186812194,351.45560934060967,198,3,122,73,1.5151515151515151,35.50056660006158,9029.112186812194
80,10,6333.960704875319,316.6980352437659,198,4,77,117,2.0202020202020203,31.98970052967333,8333.960704875319
10,15,5969.564955394356,298.47824776971777,198,92,34,72,46.464646464646464,30.14931795653715,7969.564955394356
80,7,5895.259290416315,294.76296452081573,198,3,101,94,1.5151515151515151,29.77403682028442,7895.259290416315
10,10,5232.952765612281,261.64763828061405,198,85,61,52,42.92929292929293,26.4290543717792,7232.952765612281
45,15,4733.7446578170075,236.6872328908504,198,14,44,140,7.07070707070707,23.907801302106098,6733.7446578170075
10,7,4349.249109008333,217.46245545041666,198,76,82,40,38.38383838383838,21.965904590951176,6349.249109008333
10,5,3822.107825845271,191.10539129226353,198,65,100,33,32.82828282828283,19.30357487800642,5822.107825845271
45,5,3744.118451901316,187.2059225950658,198,11,122,65,5.555555555555555,18.909689151016746,5744.118451901316
45,7,3551.8116271083845,177.59058135541923,198,12,101,85,6.0606060606060606,17.938442561153458,5551.8116271083845
45,10,2720.796397977142,136.0398198988571,198,13,77,108,6.565656565656567,13.741395949379505,4720.796397977142
30,15,1963.988602872581,98.19943014362906,198,24,43,131,12.121212121212121,9.919134357942328,3963.988602872581
30,5,697.0957384323615,34.85478692161807,198,16,121,61,8.080808080808081,3.5206855476381893,2697.0957384323615
30,7,507.06591578792177,25.353295789396093,198,19,100,79,9.595959595959595,2.5609389686258677,2507.0659157879218
30,10,461.00921530938786,23.050460765469396,198,22,76,100,11.11111111111111,2.3283293702494334,2461.009215309388
