symbol,launch_date,entry_time,exit_time,entry_price,exit_price,position_size,profit_usd,profit_pct,exit_reason,capital_before,capital_after,duration_minutes
SOLVUSDT,2025-01-17 17:30:00,2025-01-17 12:16:00,2025-01-17 14:51:00,0.1482,0.12597,14985.402127,-333.125489,-15.0,Stop Loss,2220.836595,1887.711106,155
AVAAIUSDT,2025-01-17 18:30:00,2025-01-17 13:16:00,2025-01-17 17:14:00,0.22844,0.22337,8263.487594,-41.895882,-2.219401,4h Timeout,1887.711106,1845.815224,238
ARCUSDT,2025-01-17 18:30:00,2025-01-17 13:01:00,2025-01-17 16:59:00,0.33894,0.35055,5445.846533,63.226278,3.425385,4h Timeout,1845.815224,1909.041502,238
TRUMPUSDT,2025-01-18 18:30:00,2025-01-18 13:01:00,2025-01-18 13:10:00,20.858,17.7293,91.525626,-286.356225,-15.0,Stop Loss,1909.041502,1622.685277,9
MELANIAUSDT,2025-01-20 14:30:00,2025-01-20 09:31:00,2025-01-20 12:35:00,10.319,8.77115,157.252183,-243.402792,-15.0,Stop Loss,1622.685277,1379.282485,184
VTHOUSDT,2025-01-22 14:30:00,2025-01-22 09:31:00,2025-01-22 13:29:00,0.008033,0.007374,171702.039747,-113.151644,-8.20366,4h Timeout,1379.282485,1266.130841,238
ANIMEUSDT,2025-01-23 22:30:00,2025-01-23 17:01:00,2025-01-23 20:59:00,0.0884,0.0854,14322.747071,-42.968241,-3.393665,4h Timeout,1266.130841,1223.1626,238
VINEUSDT,2025-01-24 15:30:00,2025-01-24 10:01:00,2025-01-24 10:21:00,0.19512,0.224388,6268.771012,183.47439,15.0,Target Hit,1223.1626,1406.63699,20
PIPPINUSDT,2025-01-24 15:30:00,2025-01-24 10:16:00,2025-01-24 14:14:00,0.13853,0.13556,10154.024326,-30.157452,-2.14394,4h Timeout,1406.63699,1376.479538,238
VVVUSDT,2025-01-29 13:30:00,2025-01-29 08:16:00,2025-01-29 10:24:00,10.722,9.1137,128.378991,-206.471931,-15.0,Stop Loss,1376.479538,1170.007607,128
BERAUSDT,2025-02-06 20:30:00,2025-02-06 15:01:00,2025-02-06 15:49:00,10.405,8.84425,112.446671,-175.501141,-15.0,Stop Loss,1170.007607,994.506466,48
TSTUSDT,2025-02-09 18:30:00,2025-02-09 13:01:00,2025-02-09 14:34:00,0.352,0.2992,2825.30246,-149.17597,-15.0,Stop Loss,994.506466,845.330496,93
LAYERUSDT,2025-02-11 20:30:00,2025-02-11 15:46:00,2025-02-11 19:44:00,0.7667,0.7753,1102.557058,9.481991,1.12169,4h Timeout,845.330496,854.812487,238
HEIUSDT,2025-02-13 14:30:00,2025-02-13 09:01:00,2025-02-13 09:28:00,0.9735,1.119525,878.08165,128.221873,15.0,Target Hit,854.812487,983.03436,27
B3USDT,2025-02-13 16:30:00,2025-02-13 11:31:00,2025-02-13 15:29:00,0.01336,0.01292,73580.416148,-32.375383,-3.293413,4h Timeout,983.03436,950.658977,238
IPUSDT,2025-02-13 22:30:00,2025-02-13 17:01:00,2025-02-13 20:59:00,1.75791,1.7896,540.789333,17.137614,1.802709,4h Timeout,950.658977,967.796591,238
GPSUSDT,2025-02-17 22:30:00,2025-02-17 17:01:00,2025-02-17 17:07:00,0.121,0.13915,7998.318931,145.169489,15.0,Target Hit,967.796591,1112.966079,6
SHELLUSDT,2025-02-17 22:30:00,2025-02-17 17:16:00,2025-02-17 21:14:00,0.4353,0.4301,2556.779415,-13.295253,-1.194578,4h Timeout,1112.966079,1099.670826,238
KAITOUSDT,2025-02-20 18:30:00,2025-02-20 13:01:00,2025-02-20 13:02:00,1.174,1.3501,936.687246,164.950624,15.0,Target Hit,1099.670826,1264.62145,1
IPUSDC,2025-03-05 15:30:00,2025-03-05 10:20:00,2025-03-05 14:18:00,5.67849,5.37227,222.703826,-68.196366,-5.392631,4h Timeout,1264.62145,1196.425085,238
KAITOUSDC,2025-03-05 15:30:00,2025-03-05 10:10:00,2025-03-05 14:08:00,1.8558,1.8567,644.695056,0.580226,0.048497,4h Timeout,1196.425085,1197.00531,238
ADAUSDC,2025-03-06 15:30:00,2025-03-06 10:18:00,2025-03-06 14:16:00,0.9549,0.9273,1253.539962,-34.597703,-2.890355,4h Timeout,1197.00531,1162.407607,238
TRUMPUSDC,2025-03-06 15:30:00,2025-03-06 10:02:00,2025-03-06 14:00:00,13.326,13.324,87.228546,-0.174457,-0.015008,4h Timeout,1162.407607,1162.23315,238
REDUSDT,2025-03-06 21:30:00,2025-03-06 16:01:00,2025-03-06 16:49:00,0.8584,0.72964,1353.952877,-174.334973,-15.0,Stop Loss,1162.23315,987.898178,48
PNUTUSDC,2025-03-07 15:30:00,2025-03-07 10:03:00,2025-03-07 14:01:00,0.19231,0.18852,5137.008879,-19.469264,-1.970776,4h Timeout,987.898178,968.428914,238
HBARUSDC,2025-03-07 15:30:00,2025-03-07 10:18:00,2025-03-07 14:16:00,0.2537,0.2547,3817.220788,3.817221,0.394166,4h Timeout,968.428914,972.246135,238
VICUSDT,2025-03-12 22:30:00,2025-03-12 17:01:00,2025-03-12 17:16:00,0.342,0.3933,2842.824955,145.83692,15.0,Target Hit,972.246135,1118.083055,15
EPICUSDT,2025-03-13 13:30:00,2025-03-13 08:01:00,2025-03-13 11:59:00,1.6697,1.6015,669.631104,-45.668841,-4.084566,4h Timeout,1118.083055,1072.414214,238
BMTUSDT,2025-03-17 18:30:00,2025-03-17 13:31:00,2025-03-17 13:40:00,0.1219,0.140185,8797.491497,160.862132,15.0,Target Hit,1072.414214,1233.276346,9
MUBARAKUSDT,2025-03-17 18:30:00,2025-03-17 13:46:00,2025-03-17 14:10:00,0.0978,0.11247,12610.187582,184.991452,15.0,Target Hit,1233.276346,1418.267797,24
FORMUSDT,2025-03-19 13:30:00,2025-03-19 08:01:00,2025-03-19 08:03:00,1.6338,1.87887,868.0792,212.74017,15.0,Target Hit,1418.267797,1631.007967,2
BIDUSDT,2025-03-20 14:30:00,2025-03-20 09:31:00,2025-03-20 13:29:00,0.09408,0.09355,17336.394207,-9.188289,-0.56335,4h Timeout,1631.007967,1621.819678,238
TUTUSDT,2025-03-20 14:30:00,2025-03-20 09:01:00,2025-03-20 09:15:00,0.04323,0.049714,37516.069352,243.272952,15.0,Target Hit,1621.819678,1865.09263,14
BROCCOLI714USDT,2025-03-21 14:30:00,2025-03-21 09:01:00,2025-03-21 12:59:00,0.04461,0.04229,41808.846218,-96.996523,-5.200628,4h Timeout,1865.09263,1768.096107,238
BROCCOLIF3BUSDT,2025-03-21 14:30:00,2025-03-21 09:16:00,2025-03-21 13:14:00,0.019016,0.018512,92979.391384,-46.861613,-2.6504,4h Timeout,1768.096107,1721.234493,238
BRUSDT,2025-03-21 17:30:00,2025-03-21 12:46:00,2025-03-21 16:44:00,0.1684,0.164,10221.107442,-44.972873,-2.612827,4h Timeout,1721.234493,1676.261621,238
PLUMEUSDT,2025-03-21 18:30:00,2025-03-21 13:01:00,2025-03-21 16:59:00,0.2006,0.1979,8356.239385,-22.561846,-1.345962,4h Timeout,1676.261621,1653.699774,238
SIRENUSDT,2025-03-22 14:30:00,2025-03-22 09:01:00,2025-03-22 09:31:00,0.08826,0.075021,18736.684503,-248.054966,-15.0,Stop Loss,1653.699774,1405.644808,30
BANANAS31USDT,2025-03-22 14:30:00,2025-03-22 09:16:00,2025-03-22 09:26:00,0.004802,0.005522,292720.701391,210.846721,15.0,Target Hit,1405.644808,1616.491529,10
NILUSDT,2025-03-24 18:30:00,2025-03-24 13:01:00,2025-03-24 13:52:00,0.8481,0.720885,1906.015245,-242.473729,-15.0,Stop Loss,1616.491529,1374.0178,51
PARTIUSDT,2025-03-25 18:30:00,2025-03-25 13:01:00,2025-03-25 13:02:00,0.2715,0.312225,5060.839042,206.10267,15.0,Target Hit,1374.0178,1580.12047,1
JELLYJELLYUSDT,2025-03-26 21:30:00,2025-03-26 16:01:00,2025-03-26 17:35:00,0.0255,0.021675,61965.508623,-237.01807,-15.0,Stop Loss,1580.12047,1343.102399,94
MAVIAUSDT,2025-03-26 22:30:00,2025-03-26 17:01:00,2025-03-26 18:17:00,0.4323,0.497145,3106.875779,201.46536,15.0,Target Hit,1343.102399,1544.567759,76
PAXGUSDT,2025-03-27 15:30:00,2025-03-27 10:31:00,2025-03-27 14:29:00,3055.39,3055.71,0.505522,0.161767,0.010473,4h Timeout,1544.567759,1544.729526,238
WALUSDT,2025-03-27 20:30:00,2025-03-27 15:31:00,2025-03-27 19:29:00,0.4791,0.5463,3224.231948,216.668387,14.026299,4h Timeout,1544.729526,1761.397913,238
ETHUSDT_250926,2025-03-28 13:30:00,2025-03-28 08:07:00,2025-03-28 12:05:00,1969.55,1941.91,0.894315,-24.718864,-1.403366,4h Timeout,1761.397913,1736.67905,238
BTCUSDT_250926,2025-03-28 13:30:00,2025-03-28 08:06:00,2025-03-28 12:04:00,88540.0,87661.5,0.019615,-17.23145,-0.992207,4h Timeout,1736.67905,1719.4476,238
FUNUSDT,2025-03-31 13:30:00,2025-03-31 08:31:00,2025-03-31 11:11:00,0.005141,0.00437,334457.809752,-257.91714,-15.0,Stop Loss,1719.4476,1461.53046,160
MLNUSDT,2025-03-31 13:30:00,2025-03-31 08:46:00,2025-03-31 09:34:00,12.31,14.1565,118.727089,219.229569,15.0,Target Hit,1461.53046,1680.760029,48
GUNUSDT,2025-03-31 18:30:00,2025-03-31 13:01:00,2025-03-31 13:32:00,0.0949,0.109135,17710.853835,252.114004,15.0,Target Hit,1680.760029,1932.874033,31
ATHUSDT,2025-04-02 20:30:00,2025-04-02 15:46:00,2025-04-02 19:44:00,0.03165,0.03,61070.269614,-100.765945,-5.21327,4h Timeout,1932.874033,1832.108088,238
BABYUSDT,2025-04-05 18:30:00,2025-04-05 13:31:00,2025-04-05 17:29:00,0.06588,0.05965,27809.776691,-173.254909,-9.456588,4h Timeout,1832.108088,1658.85318,238
FORTHUSDT,2025-04-08 13:30:00,2025-04-08 08:31:00,2025-04-08 12:29:00,2.529,2.596,655.932455,43.947475,2.649268,4h Timeout,1658.85318,1702.800654,238
PROMPTUSDT,2025-04-11 11:30:00,2025-04-11 06:31:00,2025-04-11 10:29:00,0.1815,0.1857,9381.821786,39.403652,2.31405,4h Timeout,1702.800654,1742.204306,238
XCNUSDT,2025-04-11 20:30:00,2025-04-11 15:31:00,2025-04-11 19:29:00,0.02396,0.02605,72713.034459,151.970242,8.722871,4h Timeout,1742.204306,1894.174548,238
STOUSDT,2025-04-12 19:30:00,2025-04-12 14:46:00,2025-04-12 14:51:00,0.08856,0.101844,21388.601487,284.126182,15.0,Target Hit,1894.174548,2178.30073,5
FHEUSDT,2025-04-12 20:30:00,2025-04-12 15:01:00,2025-04-12 15:42:00,0.07706,0.088619,28267.593172,326.745109,15.0,Target Hit,2178.30073,2505.045839,41
KERNELUSDT,2025-04-14 17:30:00,2025-04-14 12:01:00,2025-04-14 12:03:00,0.3318,0.38157,7549.866906,375.756876,15.0,Target Hit,2505.045839,2880.802715,2
WCTUSDT,2025-04-15 16:30:00,2025-04-15 11:01:00,2025-04-15 12:28:00,0.3694,0.31399,7798.599662,-432.120407,-15.0,Stop Loss,2880.802715,2448.682308,87
INITUSDT,2025-04-16 11:30:00,2025-04-16 06:31:00,2025-04-16 08:41:00,0.6328,0.72772,3869.599096,367.302346,15.0,Target Hit,2448.682308,2815.984654,130
AERGOUSDT,2025-04-16 16:30:00,2025-04-16 11:01:00,2025-04-16 11:02:00,0.35261,0.405501,7986.116826,422.397698,15.0,Target Hit,2815.984654,3238.382352,1
BANKUSDT,2025-04-18 23:30:00,2025-04-18 18:31:00,2025-04-18 18:37:00,0.048235,0.05547,67137.604482,485.757353,15.0,Target Hit,3238.382352,3724.139705,6
EPTUSDT,2025-04-21 18:30:00,2025-04-21 13:01:00,2025-04-21 14:38:00,0.01765,0.015002,210999.416715,-558.620956,-15.0,Stop Loss,3724.139705,3165.518749,97
DEEPUSDT,2025-04-22 13:30:00,2025-04-22 08:31:00,2025-04-22 12:29:00,0.12471,0.11005,25383.038644,-372.115347,-11.755272,4h Timeout,3165.518749,2793.403403,238
HYPERUSDT,2025-04-22 18:30:00,2025-04-22 13:01:00,2025-04-22 13:07:00,0.2456,0.28244,11373.792356,419.01051,15.0,Target Hit,2793.403403,3212.413913,6
FISUSDT,2025-04-25 12:30:00,2025-04-25 07:31:00,2025-04-25 11:29:00,0.20079,0.21107,15998.874013,164.468425,5.119777,4h Timeout,3212.413913,3376.882338,238
JSTUSDT,2025-04-28 14:30:00,2025-04-28 09:31:00,2025-04-28 13:29:00,0.039776,0.039284,84897.484363,-41.769562,-1.236927,4h Timeout,3376.882338,3335.112776,238
SIGNUSDT,2025-04-28 16:30:00,2025-04-28 11:01:00,2025-04-28 12:44:00,0.0742,0.08533,44947.611532,500.266916,15.0,Target Hit,3335.112776,3835.379692,103
PUNDIXUSDT,2025-04-30 15:30:00,2025-04-30 10:01:00,2025-04-30 13:59:00,0.555,0.516,6910.59404,-269.513168,-7.027027,4h Timeout,3835.379692,3565.866525,238
CTKUSDT,2025-04-30 15:30:00,2025-04-30 10:16:00,2025-04-30 14:14:00,0.4698,0.4532,7590.179916,-125.996987,-3.533418,4h Timeout,3565.866525,3439.869538,238
AIOTUSDT,2025-04-30 17:30:00,2025-04-30 12:31:00,2025-04-30 12:42:00,0.22979,0.264258,14969.622429,515.980431,15.0,Target Hit,3439.869538,3955.849969,11
HAEDALUSDT,2025-05-01 08:30:00,2025-05-01 03:16:00,2025-05-01 05:54:00,0.108356,0.124609,36507.899596,593.377495,15.0,Target Hit,3955.849969,4549.227464,158
DOLOUSDT,2025-05-01 08:30:00,2025-05-01 03:01:00,2025-05-01 04:33:00,0.055146,0.063418,82494.241901,682.38412,15.0,Target Hit,4549.227464,5231.611583,92
SXTUSDT,2025-05-02 13:30:00,2025-05-02 08:31:00,2025-05-02 08:32:00,0.53763,0.618275,9730.877338,784.741738,15.0,Target Hit,5231.611583,6016.353321,1
ASRUSDT,2025-05-06 14:30:00,2025-05-06 09:31:00,2025-05-06 13:29:00,2.225,1.913,2703.979021,-843.641454,-14.022472,4h Timeout,6016.353321,5172.711867,238
ALPINEUSDT,2025-05-06 14:30:00,2025-05-06 09:46:00,2025-05-06 13:44:00,1.2006,1.1826,4308.439003,-77.551902,-1.49925,4h Timeout,5172.711867,5095.159964,238
MILKUSDT,2025-05-06 18:30:00,2025-05-06 13:46:00,2025-05-06 17:44:00,0.12477,0.12451,40836.418726,-10.617469,-0.208383,4h Timeout,5095.159964,5084.542496,238
B2USDT,2025-05-06 18:30:00,2025-05-06 13:31:00,2025-05-06 17:29:00,0.6779,0.6484,7500.431473,-221.262728,-4.351674,4h Timeout,5084.542496,4863.279767,238
SYRUPUSDT,2025-05-07 13:30:00,2025-05-07 08:31:00,2025-05-07 12:29:00,0.23522,0.21167,20675.451778,-486.906889,-10.011904,4h Timeout,4863.279767,4376.372878,238
OBOLUSDT,2025-05-07 15:30:00,2025-05-07 10:31:00,2025-05-07 11:48:00,0.41434,0.352189,10562.274648,-656.455932,-15.0,Stop Loss,4376.372878,3719.916946,77
DOODUSDT,2025-05-09 18:30:00,2025-05-09 13:31:00,2025-05-09 14:50:00,0.008187,0.006959,454374.298713,-557.987542,-15.0,Stop Loss,3719.916946,3161.929404,79
OGUSDT,2025-05-12 14:30:00,2025-05-12 09:01:00,2025-05-12 12:59:00,5.584,5.606,566.248102,12.457458,0.393983,4h Timeout,3161.929404,3174.386862,238
ZKJUSDT,2025-05-13 14:30:00,2025-05-13 09:31:00,2025-05-13 13:29:00,2.136,2.13,1486.136172,-8.916817,-0.280899,4h Timeout,3174.386862,3165.470045,238
SKYAIUSDT,2025-05-13 14:30:00,2025-05-13 09:46:00,2025-05-13 13:44:00,0.05771,0.06204,54851.326381,237.506243,7.503032,4h Timeout,3165.470045,3402.976289,238
NXPCUSDT,2025-05-15 11:30:00,2025-05-15 06:31:00,2025-05-15 06:35:00,2.45001,2.817511,1388.964244,510.446443,15.0,Target Hit,3402.976289,3913.422732,4
CVCUSDT,2025-05-16 13:30:00,2025-05-16 08:31:00,2025-05-16 12:29:00,0.132,0.1316,29647.141909,-11.858857,-0.30303,4h Timeout,3913.422732,3901.563875,238
AGTUSDT,2025-05-20 15:30:00,2025-05-20 10:31:00,2025-05-20 14:29:00,0.030619,0.032191,127422.968588,200.308907,5.134067,4h Timeout,3901.563875,4101.872782,238
AWEUSDT,2025-05-21 13:30:00,2025-05-21 08:01:00,2025-05-21 11:59:00,0.067063,0.068003,61164.468959,57.494601,1.401667,4h Timeout,4101.872782,4159.367383,238
BUSDT,2025-05-22 21:30:00,2025-05-22 16:31:00,2025-05-22 16:51:00,0.24311,0.279576,17108.993388,623.905107,15.0,Target Hit,4159.367383,4783.27249,20
SOONUSDT,2025-05-23 13:30:00,2025-05-23 08:31:00,2025-05-23 09:46:00,0.53875,0.619562,8878.464019,717.490874,15.0,Target Hit,4783.27249,5500.763364,75
HUMAUSDT,2025-05-26 18:30:00,2025-05-26 13:01:00,2025-05-26 13:08:00,0.086779,0.073762,63388.185662,-825.114505,-15.0,Stop Loss,5500.763364,4675.648859,7
AUSDT,2025-05-28 13:30:00,2025-05-28 08:02:00,2025-05-28 12:00:00,0.74956,0.75857,6237.858022,56.203101,1.202039,4h Timeout,4675.648859,4731.85196,238
SOPHUSDT,2025-05-28 18:30:00,2025-05-28 13:01:00,2025-05-28 16:59:00,0.070881,0.067535,66757.691903,-223.371237,-4.720588,4h Timeout,4731.85196,4508.480723,238
MERLUSDT,2025-05-29 13:30:00,2025-05-29 08:31:00,2025-05-29 12:29:00,0.1524,0.13725,29583.206842,-448.185584,-9.940945,4h Timeout,4508.480723,4060.295139,238
HYPEUSDT,2025-05-30 15:30:00,2025-05-30 10:31:00,2025-05-30 14:29:00,33.363,31.853,121.700541,-183.767816,-4.525972,4h Timeout,4060.295139,3876.527323,238
BDXNUSDT,2025-06-03 15:30:00,2025-06-03 10:31:00,2025-06-03 10:44:00,0.09141,0.077698,42408.131743,-581.479098,-15.0,Stop Loss,3876.527323,3295.048224,13
PUFFERUSDT,2025-06-04 13:30:00,2025-06-04 08:31:00,2025-06-04 12:29:00,0.22884,0.21811,14398.917253,-154.500382,-4.688866,4h Timeout,3295.048224,3140.547842,238
PORT3USDT,2025-06-04 13:30:00,2025-06-04 08:46:00,2025-06-04 09:28:00,0.04812,0.055338,65264.917749,471.082176,15.0,Target Hit,3140.547842,3611.630018,42
1000000BOBUSDT,2025-06-05 13:30:00,2025-06-05 08:31:00,2025-06-05 08:41:00,0.09498,0.109227,38025.163386,541.744503,15.0,Target Hit,3611.630018,4153.374521,10
LAUSDT,2025-06-05 14:30:00,2025-06-05 09:01:00,2025-06-05 09:16:00,1.024,1.1776,4056.029806,623.006178,15.0,Target Hit,4153.374521,4776.380699,15
SKATEUSDT,2025-06-09 15:30:00,2025-06-09 10:31:00,2025-06-09 10:55:00,0.07524,0.063954,63481.933803,-716.457105,-15.0,Stop Loss,4776.380699,4059.923594,24
HOMEUSDT,2025-06-10 16:30:00,2025-06-10 11:31:00,2025-06-10 11:38:00,0.026116,0.022199,155457.328627,-608.988539,-15.0,Stop Loss,4059.923594,3450.935055,7
RESOLVUSDT,2025-06-10 18:30:00,2025-06-10 13:31:00,2025-06-10 14:02:00,0.19038,0.218937,18126.562954,517.640258,15.0,Target Hit,3450.935055,3968.575314,31
TAIKOUSDT,2025-06-11 17:30:00,2025-06-11 12:31:00,2025-06-11 16:29:00,0.5584,0.5679,7107.047481,67.516951,1.701289,4h Timeout,3968.575314,4036.092265,238
SQDUSDT,2025-06-11 17:30:00,2025-06-11 12:46:00,2025-06-11 16:25:00,0.2548,0.29302,15840.236517,605.41384,15.0,Target Hit,4036.092265,4641.506104,219
PUMPBTCUSDT,2025-06-13 15:30:00,2025-06-13 10:01:00,2025-06-13 13:59:00,0.04767,0.04693,97367.445024,-72.051909,-1.552339,4h Timeout,4641.506104,4569.454195,238
UNIUSDC,2025-06-16 13:30:00,2025-06-16 08:46:00,2025-06-16 12:44:00,7.64,7.757,598.096099,69.977244,1.531414,4h Timeout,4569.454195,4639.431439,238
AAVEUSDC,2025-06-16 13:30:00,2025-06-16 08:32:00,2025-06-16 12:30:00,287.58,284.52,16.132664,-49.365951,-1.064052,4h Timeout,4639.431439,4590.065488,238
SPKUSDT,2025-06-17 14:30:00,2025-06-17 09:01:00,2025-06-17 09:11:00,0.05858,0.067367,78355.505079,688.509823,15.0,Target Hit,4590.065488,5278.575311,10
FUSDT,2025-06-18 17:30:00,2025-06-18 12:46:00,2025-06-18 16:44:00,0.009136,0.009289,577777.507731,88.399959,1.674694,4h Timeout,5278.575311,5366.975269,238
MYXUSDT,2025-06-18 17:30:00,2025-06-18 12:31:00,2025-06-18 13:30:00,0.08073,0.06862,66480.555795,-805.04629,-15.0,Stop Loss,5366.975269,4561.928979,59
NEWTUSDT,2025-06-19 19:30:00,2025-06-19 14:31:00,2025-06-19 14:33:00,0.2412,0.27738,18913.470062,684.289347,15.0,Target Hit,4561.928979,5246.218326,2
DMCUSDT,2025-06-24 18:30:00,2025-06-24 13:01:00,2025-06-24 14:40:00,0.004124,0.004743,1272118.895673,786.932749,15.0,Target Hit,5246.218326,6033.151075,99
HUSDT,2025-06-25 14:30:00,2025-06-25 09:31:00,2025-06-25 09:33:00,0.0346,0.03979,174368.528168,904.972661,15.0,Target Hit,6033.151075,6938.123736,2
OLUSDT,2025-06-25 16:30:00,2025-06-25 11:31:00,2025-06-25 14:32:00,0.034,0.0391,204062.462818,1040.71856,15.0,Target Hit,6938.123736,7978.842296,181
SAHARAUSDT,2025-06-26 17:30:00,2025-06-26 12:01:00,2025-06-26 12:47:00,0.13526,0.114971,58988.927223,-1196.826344,-15.0,Stop Loss,7978.842296,6782.015952,46
BTCUSDT_251226,2025-06-27 13:30:00,2025-06-27 08:12:00,2025-06-27 12:10:00,113501.1,110299.1,0.059753,-191.328675,-2.821118,4h Timeout,6782.015952,6590.687277,238
ETHUSDT_251226,2025-06-27 13:30:00,2025-06-27 08:11:00,2025-06-27 12:09:00,2460.0,2514.08,2.679141,144.887954,2.198374,4h Timeout,6590.687277,6735.575231,238
ICNTUSDT,2025-07-03 18:30:00,2025-07-03 13:01:00,2025-07-03 13:02:00,0.3445,0.396175,19551.742326,1010.336285,15.0,Target Hit,6735.575231,7745.911516,1
IDOLUSDT,2025-07-04 14:30:00,2025-07-04 09:16:00,2025-07-04 09:43:00,0.01592,0.013532,486552.230895,-1161.886727,-15.0,Stop Loss,7745.911516,6584.024788,27
BULLAUSDT,2025-07-04 14:30:00,2025-07-04 09:01:00,2025-07-04 09:02:00,0.115,0.13225,57252.389465,987.603718,15.0,Target Hit,6584.024788,7571.628507,1
MUSDT,2025-07-07 14:30:00,2025-07-07 09:31:00,2025-07-07 09:46:00,0.1584,0.18216,47800.685017,1135.744276,15.0,Target Hit,7571.628507,8707.372783,15
TANSSIUSDT,2025-07-09 16:30:00,2025-07-09 11:31:00,2025-07-09 15:29:00,0.05209,0.05651,167160.160928,738.847911,8.485314,4h Timeout,8707.372783,9446.220694,238
PUMPUSDT,2025-07-10 12:30:00,2025-07-10 07:31:00,2025-07-10 11:29:00,0.00539,0.004904,1752545.583311,-851.737153,-9.016698,4h Timeout,9446.220694,8594.483541,238
