symbol,launch_date,entry_time,exit_time,entry_price,exit_price,position_size,profit_usd,profit_pct,exit_reason,capital_before,capital_after,duration_minutes
PENGUUSDT,2024-12-17 21:30:00,2024-12-17 16:16:00,2024-12-17 16:50:00,0.037464,0.031844,53384.582533,-300.0,-15.0,Stop Loss,2000.0,1700.0,34
LUMIAUSDT,2024-12-18 16:30:00,2024-12-18 11:31:00,2024-12-18 15:29:00,1.864,1.861,912.017167,-2.736052,-0.160944,4h Timeout,1700.0,1697.263948,238
USUALUSDT,2024-12-18 18:30:00,2024-12-18 13:01:00,2024-12-18 15:10:00,0.8171,0.939665,2077.180209,254.589592,15.0,Target Hit,1697.263948,1951.853541,129
AIXBTUSDT,2024-12-20 23:30:00,2024-12-20 18:32:00,2024-12-20 19:22:00,0.27171,0.312466,7183.591111,292.778031,15.0,Target Hit,1951.853541,2244.631572,50
FARTCOINUSDT,2024-12-20 23:30:00,2024-12-20 18:46:00,2024-12-20 22:44:00,1.0858,1.037,2067.260611,-100.882318,-4.494382,4h Timeout,2244.631572,2143.749254,238
CGPTUSDT,2024-12-21 00:30:00,2024-12-20 19:16:00,2024-12-20 23:14:00,0.23128,0.24453,9269.064571,122.815106,5.728987,4h Timeout,2143.749254,2266.56436,238
KMNOUSDT,2024-12-21 00:30:00,2024-12-20 19:01:00,2024-12-20 22:59:00,0.19016,0.19288,11919.248841,32.420357,1.430374,4h Timeout,2266.56436,2298.984716,238
HIVEUSDT,2024-12-23 16:30:00,2024-12-23 11:31:00,2024-12-23 15:29:00,0.36564,0.35463,6287.563495,-69.226074,-3.011159,4h Timeout,2298.984716,2229.758642,238
DEXEUSDT,2024-12-24 16:30:00,2024-12-24 11:31:00,2024-12-24 15:29:00,13.021,12.973,171.243272,-8.219677,-0.368635,4h Timeout,2229.758642,2221.538965,238
DFUSDT,2024-12-30 16:30:00,2024-12-30 11:46:00,2024-12-30 11:58:00,0.09169,0.105443,24228.803199,333.230845,15.0,Target Hit,2221.538965,2554.76981,12
PHAUSDT,2024-12-30 16:30:00,2024-12-30 11:31:00,2024-12-30 15:29:00,0.44789,0.44184,5704.011722,-34.509271,-1.350778,4h Timeout,2554.76981,2520.260539,238
AI16ZUSDT,2025-01-02 18:30:00,2025-01-02 13:46:00,2025-01-02 17:44:00,2.0594,2.0736,1223.783888,17.377731,0.689521,4h Timeout,2520.260539,2537.63827,238
GRIFFAINUSDT,2025-01-02 18:30:00,2025-01-02 13:31:00,2025-01-02 17:29:00,0.39354,0.37125,6448.234666,-143.731151,-5.663973,4h Timeout,2537.63827,2393.90712,238
ZEREBROUSDT,2025-01-02 19:30:00,2025-01-02 14:01:00,2025-01-02 17:59:00,0.667,0.6423,3589.066147,-88.649934,-3.703148,4h Timeout,2393.90712,2305.257186,238
BIOUSDT,2025-01-03 17:30:00,2025-01-03 12:16:00,2025-01-03 12:55:00,0.7526,0.86549,3063.057648,345.788578,15.0,Target Hit,2305.257186,2651.045764,39
COOKIEUSDT,2025-01-07 16:30:00,2025-01-07 11:31:00,2025-01-07 15:29:00,0.639,0.6572,4148.741414,75.507094,2.8482,4h Timeout,2651.045764,2726.552858,238
ALCHUSDT,2025-01-07 16:30:00,2025-01-07 11:46:00,2025-01-07 15:44:00,0.19607,0.20094,13906.017532,67.722305,2.483807,4h Timeout,2726.552858,2794.275163,238
SWARMSUSDT,2025-01-07 17:30:00,2025-01-07 12:16:00,2025-01-07 16:14:00,0.5009,0.4949,5578.50901,-33.471054,-1.197844,4h Timeout,2794.275163,2760.804109,238
SONICUSDT,2025-01-08 12:30:00,2025-01-08 07:02:00,2025-01-08 11:00:00,0.9642,0.9314,2863.310629,-93.916589,-3.401784,4h Timeout,2760.804109,2666.88752,238
DUSDT,2025-01-09 15:30:00,2025-01-09 10:01:00,2025-01-09 13:59:00,0.18554,0.17207,14373.652691,-193.613102,-7.25989,4h Timeout,2666.88752,2473.274418,238
PROMUSDT,2025-01-15 17:30:00,2025-01-15 12:31:00,2025-01-15 16:29:00,8.856,7.932,279.276696,-258.051667,-10.433604,4h Timeout,2473.274418,2215.222752,238
SUSDT,2025-01-16 15:30:00,2025-01-16 10:01:00,2025-01-16 13:59:00,0.7892,0.7912,2806.921885,5.613844,0.253421,4h Timeout,2215.222752,2220.836595,238
