symbol,launch_date,entry_time,exit_time,entry_price,target_price,stop_loss_price,exit_price,position_size,profit_usd,profit_pct,exit_reason,capital_before,capital_after,duration_minutes
PHAUSDT,2024-12-30 16:30:00,2024-12-30 11:30:00,2024-12-30 11:44:00,0.44936,0.539232,0.440373,0.440373,8721.0181,-78.377534,-2.0,Stop Loss,3918.876693,3840.499159,14
AI16ZUSDT,2025-01-02 18:30:00,2025-01-02 13:45:00,2025-01-02 14:03:00,2.0762,2.49144,2.034676,2.034676,1849.77322,-76.809983,-2.0,Stop Loss,3840.499159,3763.689176,18
GRIFFAINUSDT,2025-01-02 18:30:00,2025-01-02 13:30:00,2025-01-02 13:30:00,0.40692,0.488304,0.398782,0.398782,9249.21158,-75.273784,-2.0,Stop Loss (Same Candle),3763.689176,3688.415393,0
ZEREBROUSDT,2025-01-02 19:30:00,2025-01-02 14:00:00,2025-01-02 14:00:00,0.6778,0.81336,0.664244,0.664244,5441.745932,-73.768308,-2.0,Stop Loss (Same Candle),3688.415393,3614.647085,0
BIOUSDT,2025-01-03 17:30:00,2025-01-03 12:15:00,2025-01-03 12:56:00,0.7263,0.87156,0.711774,0.87156,4976.796207,722.929417,20.0,Target Hit,3614.647085,4337.576502,41
COOKIEUSDT,2025-01-07 16:30:00,2025-01-07 11:30:00,2025-01-07 15:29:00,0.6386,0.76632,0.625828,0.6572,6792.321487,126.33718,2.912621,4h Timeout,4337.576502,4463.913682,239
ALCHUSDT,2025-01-07 16:30:00,2025-01-07 11:45:00,2025-01-07 11:45:00,0.19469,0.233628,0.190796,0.190796,22928.315175,-89.278274,-2.0,Stop Loss (Same Candle),4463.913682,4374.635408,0
SWARMSUSDT,2025-01-07 17:30:00,2025-01-07 12:15:00,2025-01-07 12:26:00,0.4926,0.59112,0.482748,0.482748,8880.705254,-87.492708,-2.0,Stop Loss,4374.635408,4287.1427,11
SONICUSDT,2025-01-08 12:30:00,2025-01-08 07:01:00,2025-01-08 09:38:00,0.9477,1.13724,0.928746,0.928746,4523.733987,-85.742854,-2.0,Stop Loss,4287.1427,4201.399846,157
DUSDT,2025-01-09 15:30:00,2025-01-09 10:00:00,2025-01-09 10:00:00,0.20048,0.240576,0.19647,0.19647,20956.703141,-84.027997,-2.0,Stop Loss (Same Candle),4201.399846,4117.371849,0
PROMUSDT,2025-01-15 17:30:00,2025-01-15 12:30:00,2025-01-15 14:36:00,8.32,9.984,8.1536,8.1536,494.876424,-82.347437,-2.0,Stop Loss,4117.371849,4035.024412,126
SUSDT,2025-01-16 15:30:00,2025-01-16 10:00:00,2025-01-16 10:00:00,0.8,0.96,0.784,0.784,5043.780515,-80.700488,-2.0,Stop Loss (Same Candle),4035.024412,3954.323924,0
SOLVUSDT,2025-01-17 17:30:00,2025-01-17 12:15:00,2025-01-17 12:15:00,0.159,0.1908,0.15582,0.15582,24869.961784,-79.086478,-2.0,Stop Loss (Same Candle),3954.323924,3875.237445,0
AVAAIUSDT,2025-01-17 18:30:00,2025-01-17 13:15:00,2025-01-17 13:59:00,0.22957,0.275484,0.224979,0.224979,16880.417498,-77.504749,-2.0,Stop Loss,3875.237445,3797.732696,44
ARCUSDT,2025-01-17 18:30:00,2025-01-17 13:00:00,2025-01-17 15:03:00,0.33331,0.399972,0.326644,0.326644,11393.995668,-75.954654,-2.0,Stop Loss,3797.732696,3721.778042,123
TRUMPUSDT,2025-01-18 18:30:00,2025-01-18 13:00:00,2025-01-18 13:00:00,22.099,26.5188,21.65702,21.65702,168.413867,-74.435561,-2.0,Stop Loss (Same Candle),3721.778042,3647.342481,0
MELANIAUSDT,2025-01-20 14:30:00,2025-01-20 09:30:00,2025-01-20 09:30:00,11.0,13.2,10.78,10.78,331.576589,-72.94685,-2.0,Stop Loss (Same Candle),3647.342481,3574.395632,0
VTHOUSDT,2025-01-22 14:30:00,2025-01-22 09:30:00,2025-01-22 09:30:00,0.00822,0.009864,0.008056,0.008056,434841.31774,-71.487913,-2.0,Stop Loss (Same Candle),3574.395632,3502.907719,0
ANIMEUSDT,2025-01-23 22:30:00,2025-01-23 17:00:00,2025-01-23 17:04:00,0.087,0.1044,0.08526,0.08526,40263.307117,-70.058154,-2.0,Stop Loss,3502.907719,3432.849565,4
VINEUSDT,2025-01-24 15:30:00,2025-01-24 10:00:00,2025-01-24 10:00:00,0.20194,0.242328,0.197901,0.197901,16999.354089,-68.656991,-2.0,Stop Loss (Same Candle),3432.849565,3364.192574,0
PIPPINUSDT,2025-01-24 15:30:00,2025-01-24 10:15:00,2025-01-24 10:22:00,0.138,0.1656,0.13524,0.13524,24378.207054,-67.283851,-2.0,Stop Loss,3364.192574,3296.908722,7
VVVUSDT,2025-01-29 13:30:00,2025-01-29 08:15:00,2025-01-29 08:15:00,10.636,12.7632,10.42328,10.42328,309.976375,-65.938174,-2.0,Stop Loss (Same Candle),3296.908722,3230.970548,0
BERAUSDT,2025-02-06 20:30:00,2025-02-06 15:00:00,2025-02-06 15:00:00,11.828,14.1936,11.59144,11.59144,273.16288,-64.619411,-2.0,Stop Loss (Same Candle),3230.970548,3166.351137,0
TSTUSDT,2025-02-09 18:30:00,2025-02-09 13:00:00,2025-02-09 13:00:00,0.3735,0.4482,0.36603,0.36603,8477.513083,-63.327023,-2.0,Stop Loss (Same Candle),3166.351137,3103.024114,0
LAYERUSDT,2025-02-11 20:30:00,2025-02-11 15:45:00,2025-02-11 15:45:00,0.7921,0.95052,0.776258,0.776258,3917.46511,-62.060482,-2.0,Stop Loss (Same Candle),3103.024114,3040.963632,0
HEIUSDT,2025-02-13 14:30:00,2025-02-13 09:00:00,2025-02-13 09:00:00,1.0373,1.24476,1.016554,1.016554,2931.614414,-60.819273,-2.0,Stop Loss (Same Candle),3040.963632,2980.144359,0
B3USDT,2025-02-13 16:30:00,2025-02-13 11:30:00,2025-02-13 11:50:00,0.01213,0.014556,0.011887,0.014556,245683.788871,596.028872,20.0,Target Hit,2980.144359,3576.173231,20
IPUSDT,2025-02-13 22:30:00,2025-02-13 17:00:00,2025-02-13 19:12:00,1.57501,1.890012,1.54351,1.890012,2270.571762,715.234646,20.0,Target Hit,3576.173231,4291.407877,132
GPSUSDT,2025-02-17 22:30:00,2025-02-17 17:00:00,2025-02-17 17:00:00,0.141,0.1692,0.13818,0.13818,30435.516858,-85.828158,-2.0,Stop Loss (Same Candle),4291.407877,4205.579719,0
SHELLUSDT,2025-02-17 22:30:00,2025-02-17 17:15:00,2025-02-17 17:15:00,0.441,0.5292,0.43218,0.43218,9536.461949,-84.111594,-2.0,Stop Loss (Same Candle),4205.579719,4121.468125,0
KAITOUSDT,2025-02-20 18:30:00,2025-02-20 13:00:00,2025-02-20 13:00:00,1.494,1.7928,1.46412,1.46412,2758.680137,-82.429363,-2.0,Stop Loss (Same Candle),4121.468125,4039.038763,0
IPUSDC,2025-03-05 15:30:00,2025-03-05 10:19:00,2025-03-05 10:19:00,5.6,6.72,5.488,5.488,721.256922,-80.780775,-2.0,Stop Loss (Same Candle),4039.038763,3958.257987,0
KAITOUSDC,2025-03-05 15:30:00,2025-03-05 10:09:00,2025-03-05 10:10:00,1.8584,2.23008,1.821232,1.821232,2129.927888,-79.16516,-2.0,Stop Loss,3958.257987,3879.092828,1
ADAUSDC,2025-03-06 15:30:00,2025-03-06 10:17:00,2025-03-06 12:01:00,0.9663,1.15956,0.946974,0.946974,4014.377344,-77.581857,-2.0,Stop Loss,3879.092828,3801.510971,104
TRUMPUSDC,2025-03-06 15:30:00,2025-03-06 10:01:00,2025-03-06 13:21:00,13.5,16.2,13.23,13.23,281.593405,-76.030219,-2.0,Stop Loss,3801.510971,3725.480752,200
REDUSDT,2025-03-06 21:30:00,2025-03-06 16:00:00,2025-03-06 16:32:00,0.8413,1.00956,0.824474,0.824474,4428.2429,-74.509615,-2.0,Stop Loss,3725.480752,3650.971137,32
PNUTUSDC,2025-03-07 15:30:00,2025-03-07 10:02:00,2025-03-07 10:07:00,0.196,0.2352,0.19208,0.19208,18627.403758,-73.019423,-2.0,Stop Loss,3650.971137,3577.951714,5
HBARUSDC,2025-03-07 15:30:00,2025-03-07 10:17:00,2025-03-07 12:43:00,0.2537,0.30444,0.248626,0.248626,14103.081253,-71.559034,-2.0,Stop Loss,3577.951714,3506.39268,146
VICUSDT,2025-03-12 22:30:00,2025-03-12 17:00:00,2025-03-12 17:01:00,0.3342,0.40104,0.327516,0.327516,10491.899101,-70.127854,-2.0,Stop Loss,3506.39268,3436.264826,1
EPICUSDT,2025-03-13 13:30:00,2025-03-13 08:00:00,2025-03-13 08:00:00,1.6773,2.01276,1.643754,1.643754,2048.688264,-68.725297,-2.0,Stop Loss (Same Candle),3436.264826,3367.539529,0
BMTUSDT,2025-03-17 18:30:00,2025-03-17 13:30:00,2025-03-17 13:33:00,0.1106,0.13272,0.108388,0.13272,30447.916179,673.507906,20.0,Target Hit,3367.539529,4041.047435,3
MUBARAKUSDT,2025-03-17 18:30:00,2025-03-17 13:45:00,2025-03-17 13:45:00,0.0819,0.09828,0.080262,0.09828,49341.238526,808.209487,20.0,Target Hit (Same Candle),4041.047435,4849.256922,0
FORMUSDT,2025-03-19 13:30:00,2025-03-19 08:00:00,2025-03-19 08:00:00,2.0,2.4,1.96,1.96,2424.628461,-96.985138,-2.0,Stop Loss (Same Candle),4849.256922,4752.271784,0
BIDUSDT,2025-03-20 14:30:00,2025-03-20 09:30:00,2025-03-20 09:30:00,0.13298,0.159576,0.13032,0.13032,35736.740742,-95.045436,-2.0,Stop Loss (Same Candle),4752.271784,4657.226348,0
TUTUSDT,2025-03-20 14:30:00,2025-03-20 09:00:00,2025-03-20 12:59:00,0.04287,0.051444,0.042013,0.04668,108636.023985,413.903251,8.887334,4h Timeout,4657.226348,5071.1296,239
BROCCOLI714USDT,2025-03-21 14:30:00,2025-03-21 09:00:00,2025-03-21 10:39:00,0.04368,0.052416,0.042806,0.042806,116097.289369,-101.422592,-2.0,Stop Loss,5071.1296,4969.707008,99
BROCCOLIF3BUSDT,2025-03-21 14:30:00,2025-03-21 09:15:00,2025-03-21 09:15:00,0.016777,0.020132,0.016441,0.016441,296221.434561,-99.39414,-2.0,Stop Loss (Same Candle),4969.707008,4870.312867,0
BRUSDT,2025-03-21 17:30:00,2025-03-21 12:45:00,2025-03-21 13:23:00,0.1696,0.20352,0.166208,0.166208,28716.467379,-97.406257,-2.0,Stop Loss,4870.312867,4772.90661,38
PLUMEUSDT,2025-03-21 18:30:00,2025-03-21 13:00:00,2025-03-21 13:10:00,0.2024,0.24288,0.198352,0.198352,23581.554398,-95.458132,-2.0,Stop Loss,4772.90661,4677.448478,10
SIRENUSDT,2025-03-22 14:30:00,2025-03-22 09:00:00,2025-03-22 09:41:00,0.07532,0.090384,0.073814,0.073814,62101.015373,-93.54897,-2.0,Stop Loss,4677.448478,4583.899508,41
BANANAS31USDT,2025-03-22 14:30:00,2025-03-22 09:15:00,2025-03-22 09:20:00,0.0044,0.00528,0.004312,0.00528,1041795.342811,916.779902,20.0,Target Hit,4583.899508,5500.67941,5
NILUSDT,2025-03-24 18:30:00,2025-03-24 13:00:00,2025-03-24 13:00:00,0.772,0.9264,0.75656,0.9264,7125.232396,1100.135882,20.0,Target Hit (Same Candle),5500.67941,6600.815292,0
PARTIUSDT,2025-03-25 18:30:00,2025-03-25 13:00:00,2025-03-25 13:00:00,0.4,0.48,0.392,0.392,16502.03823,-132.016306,-2.0,Stop Loss (Same Candle),6600.815292,6468.798986,0
JELLYJELLYUSDT,2025-03-26 21:30:00,2025-03-26 16:00:00,2025-03-26 16:00:00,0.02432,0.029184,0.023834,0.023834,265986.80042,-129.37598,-2.0,Stop Loss (Same Candle),6468.798986,6339.423006,0
MAVIAUSDT,2025-03-26 22:30:00,2025-03-26 17:00:00,2025-03-26 18:18:00,0.4179,0.50148,0.409542,0.50148,15169.712865,1267.884601,20.0,Target Hit,6339.423006,7607.307608,78
PAXGUSDT,2025-03-27 15:30:00,2025-03-27 10:30:00,2025-03-27 14:29:00,2988.0,3585.6,2928.24,3055.71,2.545953,172.386479,2.266064,4h Timeout,7607.307608,7779.694086,239
WALUSDT,2025-03-27 20:30:00,2025-03-27 15:30:00,2025-03-27 15:30:00,0.491,0.5892,0.48118,0.48118,15844.590807,-155.593882,-2.0,Stop Loss (Same Candle),7779.694086,7624.100205,0
ETHUSDT_250926,2025-03-28 13:30:00,2025-03-28 08:06:00,2025-03-28 08:08:00,1998.0,2397.6,1958.04,1958.04,3.815866,-152.482004,-2.0,Stop Loss,7624.100205,7471.618201,2
BTCUSDT_250926,2025-03-28 13:30:00,2025-03-28 08:05:00,2025-03-28 12:04:00,87240.0,104688.0,85495.2,87661.5,0.085644,36.099118,0.48315,4h Timeout,7471.618201,7507.717319,239
FUNUSDT,2025-03-31 13:30:00,2025-03-31 08:30:00,2025-03-31 08:47:00,0.005001,0.006001,0.004901,0.004901,1501243.215113,-150.154346,-2.0,Stop Loss,7507.717319,7357.562972,17
MLNUSDT,2025-03-31 13:30:00,2025-03-31 08:45:00,2025-03-31 08:50:00,12.31,14.772,12.0638,12.0638,597.689925,-147.151259,-2.0,Stop Loss,7357.562972,7210.411713,5
GUNUSDT,2025-03-31 18:30:00,2025-03-31 13:00:00,2025-03-31 13:00:00,0.1145,0.1374,0.11221,0.11221,62973.028061,-144.208234,-2.0,Stop Loss (Same Candle),7210.411713,7066.203479,0
ATHUSDT,2025-04-02 20:30:00,2025-04-02 15:45:00,2025-04-02 15:48:00,0.03183,0.038196,0.031193,0.031193,221998.224276,-141.32407,-2.0,Stop Loss,7066.203479,6924.879409,3
BABYUSDT,2025-04-05 18:30:00,2025-04-05 13:30:00,2025-04-05 13:30:00,0.0728,0.08736,0.071344,0.071344,95121.969906,-138.497588,-2.0,Stop Loss (Same Candle),6924.879409,6786.381821,0
FORTHUSDT,2025-04-08 13:30:00,2025-04-08 08:30:00,2025-04-08 08:42:00,2.482,2.9784,2.43236,2.43236,2734.239251,-135.727636,-2.0,Stop Loss,6786.381821,6650.654185,12
PROMPTUSDT,2025-04-11 11:30:00,2025-04-11 06:30:00,2025-04-11 06:41:00,0.1636,0.19632,0.160328,0.19632,40651.920443,1330.130837,20.0,Target Hit,6650.654185,7980.785021,11
XCNUSDT,2025-04-11 20:30:00,2025-04-11 15:30:00,2025-04-11 19:29:00,0.02339,0.028068,0.022922,0.02605,341205.003054,907.605308,11.372381,4h Timeout,7980.785021,8888.39033,239
STOUSDT,2025-04-12 19:30:00,2025-04-12 14:45:00,2025-04-12 14:45:00,0.07541,0.090492,0.073902,0.090492,117867.528571,1777.678066,20.0,Target Hit (Same Candle),8888.39033,10666.068395,0
FHEUSDT,2025-04-12 20:30:00,2025-04-12 15:00:00,2025-04-12 15:00:00,0.05881,0.070572,0.057634,0.070572,181364.876644,2133.213679,20.0,Target Hit (Same Candle),10666.068395,12799.282075,0
KERNELUSDT,2025-04-14 17:30:00,2025-04-14 12:00:00,2025-04-14 12:00:00,0.397,0.4764,0.38906,0.38906,32240.005226,-255.985641,-2.0,Stop Loss (Same Candle),12799.282075,12543.296433,0
WCTUSDT,2025-04-15 16:30:00,2025-04-15 11:00:00,2025-04-15 11:00:00,0.342,0.4104,0.33516,0.33516,36676.30536,-250.865929,-2.0,Stop Loss (Same Candle),12543.296433,12292.430504,0
INITUSDT,2025-04-16 11:30:00,2025-04-16 06:30:00,2025-04-16 06:30:00,0.728,0.8736,0.71344,0.71344,16885.206737,-245.84861,-2.0,Stop Loss (Same Candle),12292.430504,12046.581894,0
AERGOUSDT,2025-04-16 16:30:00,2025-04-16 11:00:00,2025-04-16 11:00:00,0.328,0.3936,0.32144,0.3936,36727.383824,2409.316379,20.0,Target Hit (Same Candle),12046.581894,14455.898273,0
BANKUSDT,2025-04-18 23:30:00,2025-04-18 18:30:00,2025-04-18 18:30:00,0.04,0.048,0.0392,0.048,361397.456829,2891.179655,20.0,Target Hit (Same Candle),14455.898273,17347.077928,0
EPTUSDT,2025-04-21 18:30:00,2025-04-21 13:00:00,2025-04-21 13:02:00,0.0178,0.02136,0.017444,0.017444,974554.939764,-346.941559,-2.0,Stop Loss,17347.077928,17000.136369,2
DEEPUSDT,2025-04-22 13:30:00,2025-04-22 08:30:00,2025-04-22 08:30:00,0.12645,0.15174,0.123921,0.123921,134441.568756,-340.002727,-2.0,Stop Loss (Same Candle),17000.136369,16660.133642,0
HYPERUSDT,2025-04-22 18:30:00,2025-04-22 13:00:00,2025-04-22 13:00:00,0.256,0.3072,0.25088,0.25088,65078.647039,-333.202673,-2.0,Stop Loss (Same Candle),16660.133642,16326.930969,0
FISUSDT,2025-04-25 12:30:00,2025-04-25 07:30:00,2025-04-25 11:29:00,0.19,0.228,0.1862,0.21107,85931.215626,1810.570713,11.089474,4h Timeout,16326.930969,18137.501682,239
JSTUSDT,2025-04-28 14:30:00,2025-04-28 09:30:00,2025-04-28 13:29:00,0.035101,0.042121,0.034399,0.039284,516723.218207,2161.453222,11.917039,4h Timeout,18137.501682,20298.954904,239
SIGNUSDT,2025-04-28 16:30:00,2025-04-28 11:00:00,2025-04-28 11:00:00,0.0748,0.08976,0.073304,0.073304,271376.40246,-405.979098,-2.0,Stop Loss (Same Candle),20298.954904,19892.975806,0
PUNDIXUSDT,2025-04-30 15:30:00,2025-04-30 10:00:00,2025-04-30 10:00:00,0.58,0.696,0.5684,0.5684,34298.234148,-397.859516,-2.0,Stop Loss (Same Candle),19892.975806,19495.11629,0
CTKUSDT,2025-04-30 15:30:00,2025-04-30 10:15:00,2025-04-30 10:15:00,0.5149,0.61788,0.504602,0.504602,37861.946572,-389.902326,-2.0,Stop Loss (Same Candle),19495.11629,19105.213964,0
AIOTUSDT,2025-04-30 17:30:00,2025-04-30 12:30:00,2025-04-30 12:30:00,0.18151,0.217812,0.17788,0.217812,105257.087566,3821.042793,20.0,Target Hit (Same Candle),19105.213964,22926.256757,0
HAEDALUSDT,2025-05-01 08:30:00,2025-05-01 03:15:00,2025-05-01 03:15:00,0.106,0.1272,0.10388,0.10388,216285.441102,-458.525135,-2.0,Stop Loss (Same Candle),22926.256757,22467.731622,0
DOLOUSDT,2025-05-01 08:30:00,2025-05-01 03:00:00,2025-05-01 03:00:00,0.048,0.0576,0.04704,0.0576,468077.742119,4493.546324,20.0,Target Hit (Same Candle),22467.731622,26961.277946,0
SXTUSDT,2025-05-02 13:30:00,2025-05-02 08:30:00,2025-05-02 08:30:00,0.5355,0.6426,0.52479,0.52479,50347.857976,-539.225559,-2.0,Stop Loss (Same Candle),26961.277946,26422.052387,0
ASRUSDT,2025-05-06 14:30:00,2025-05-06 09:30:00,2025-05-06 09:30:00,1.86,2.232,1.8228,2.232,14205.404509,5284.410477,20.0,Target Hit (Same Candle),26422.052387,31706.462865,0
ALPINEUSDT,2025-05-06 14:30:00,2025-05-06 09:45:00,2025-05-06 10:16:00,1.137,1.3644,1.11426,1.11426,27886.071121,-634.129257,-2.0,Stop Loss,31706.462865,31072.333607,31
MILKUSDT,2025-05-06 18:30:00,2025-05-06 13:45:00,2025-05-06 17:44:00,0.11939,0.143268,0.117002,0.12451,260259.097138,1332.526577,4.288466,4h Timeout,31072.333607,32404.860185,239
B2USDT,2025-05-06 18:30:00,2025-05-06 13:30:00,2025-05-06 17:29:00,0.6011,0.72132,0.589078,0.6484,53909.266652,2549.908313,7.868907,4h Timeout,32404.860185,34954.768497,239
SYRUPUSDT,2025-05-07 13:30:00,2025-05-07 08:30:00,2025-05-07 12:22:00,0.218,0.2616,0.21364,0.21364,160342.974758,-699.09537,-2.0,Stop Loss,34954.768497,34255.673127,232
OBOLUSDT,2025-05-07 15:30:00,2025-05-07 10:30:00,2025-05-07 10:30:00,0.422,0.5064,0.41356,0.41356,81174.58087,-685.113463,-2.0,Stop Loss (Same Candle),34255.673127,33570.559665,0
DOODUSDT,2025-05-09 18:30:00,2025-05-09 13:30:00,2025-05-09 13:30:00,0.008569,0.010283,0.008398,0.008398,3917492.434098,-671.411193,-2.0,Stop Loss (Same Candle),33570.559665,32899.148471,0
OGUSDT,2025-05-12 14:30:00,2025-05-12 09:00:00,2025-05-12 09:02:00,5.596,6.7152,5.48408,5.48408,5879.047261,-657.982969,-2.0,Stop Loss,32899.148471,32241.165502,2
ZKJUSDT,2025-05-13 14:30:00,2025-05-13 09:30:00,2025-05-13 13:29:00,2.11,2.532,2.0678,2.13,15280.173224,305.603464,0.947867,4h Timeout,32241.165502,32546.768967,239
SKYAIUSDT,2025-05-13 14:30:00,2025-05-13 09:45:00,2025-05-13 13:44:00,0.05826,0.069912,0.057095,0.06204,558646.909827,2111.685319,6.488157,4h Timeout,32546.768967,34658.454286,239
NXPCUSDT,2025-05-15 11:30:00,2025-05-15 06:30:00,2025-05-15 06:30:00,2.184,2.6208,2.14032,2.14032,15869.255625,-693.169086,-2.0,Stop Loss (Same Candle),34658.454286,33965.2852,0
CVCUSDT,2025-05-16 13:30:00,2025-05-16 08:30:00,2025-05-16 12:29:00,0.12941,0.155292,0.126822,0.1316,262462.601035,574.793096,1.692296,4h Timeout,33965.2852,34540.078296,239
AGTUSDT,2025-05-20 15:30:00,2025-05-20 10:30:00,2025-05-20 14:29:00,0.029571,0.035485,0.02898,0.032191,1168038.899469,3060.261917,8.860032,4h Timeout,34540.078296,37600.340213,239
AWEUSDT,2025-05-21 13:30:00,2025-05-21 08:00:00,2025-05-21 08:00:00,0.06696,0.080352,0.065621,0.065621,561534.352043,-752.006804,-2.0,Stop Loss (Same Candle),37600.340213,36848.333409,0
BUSDT,2025-05-22 21:30:00,2025-05-22 16:30:00,2025-05-22 16:30:00,0.24,0.288,0.2352,0.2352,153534.722536,-736.966668,-2.0,Stop Loss (Same Candle),36848.333409,36111.36674,0
SOONUSDT,2025-05-23 13:30:00,2025-05-23 08:30:00,2025-05-23 09:39:00,0.4908,0.58896,0.480984,0.58896,73576.541851,7222.273348,20.0,Target Hit,36111.36674,43333.640088,69
HUMAUSDT,2025-05-26 18:30:00,2025-05-26 13:00:00,2025-05-26 13:03:00,0.08413,0.100956,0.082447,0.082447,515079.520842,-866.672802,-2.0,Stop Loss,43333.640088,42466.967287,3
AUSDT,2025-05-28 13:30:00,2025-05-28 08:01:00,2025-05-28 08:01:00,0.74775,0.8973,0.732795,0.732795,56793.002055,-849.339346,-2.0,Stop Loss (Same Candle),42466.967287,41617.627941,0
SOPHUSDT,2025-05-28 18:30:00,2025-05-28 13:00:00,2025-05-28 13:00:00,0.092,0.1104,0.09016,0.09016,452365.521097,-832.352559,-2.0,Stop Loss (Same Candle),41617.627941,40785.275382,0
MERLUSDT,2025-05-29 13:30:00,2025-05-29 08:30:00,2025-05-29 08:30:00,0.156,0.1872,0.15288,0.15288,261444.072963,-815.705508,-2.0,Stop Loss (Same Candle),40785.275382,39969.569875,0
HYPEUSDT,2025-05-30 15:30:00,2025-05-30 10:30:00,2025-05-30 11:27:00,33.387,40.0644,32.71926,32.71926,1197.159669,-799.391397,-2.0,Stop Loss,39969.569875,39170.178477,57
BDXNUSDT,2025-06-03 15:30:00,2025-06-03 10:30:00,2025-06-03 10:30:00,0.1,0.12,0.098,0.098,391701.78477,-783.40357,-2.0,Stop Loss (Same Candle),39170.178477,38386.774907,0
PUFFERUSDT,2025-06-04 13:30:00,2025-06-04 08:30:00,2025-06-04 08:31:00,0.23047,0.276564,0.225861,0.225861,166558.662331,-767.735498,-2.0,Stop Loss,38386.774907,37619.039409,1
PORT3USDT,2025-06-04 13:30:00,2025-06-04 08:45:00,2025-06-04 12:44:00,0.04831,0.057972,0.047344,0.0521,778700.877858,2951.276327,7.845167,4h Timeout,37619.039409,40570.315736,239
1000000BOBUSDT,2025-06-05 13:30:00,2025-06-05 08:30:00,2025-06-05 08:30:00,0.11042,0.132504,0.108212,0.108212,367418.182724,-811.406315,-2.0,Stop Loss (Same Candle),40570.315736,39758.909422,0
LAUSDT,2025-06-05 14:30:00,2025-06-05 09:00:00,2025-06-05 09:00:00,1.039,1.2468,1.01822,1.01822,38266.515324,-795.178188,-2.0,Stop Loss (Same Candle),39758.909422,38963.731233,0
SKATEUSDT,2025-06-09 15:30:00,2025-06-09 10:30:00,2025-06-09 10:30:00,0.0756,0.09072,0.074088,0.074088,515393.270281,-779.274625,-2.0,Stop Loss (Same Candle),38963.731233,38184.456609,0
HOMEUSDT,2025-06-10 16:30:00,2025-06-10 11:30:00,2025-06-10 11:30:00,0.025,0.03,0.0245,0.0245,1527378.264343,-763.689132,-2.0,Stop Loss (Same Candle),38184.456609,37420.767476,0
RESOLVUSDT,2025-06-10 18:30:00,2025-06-10 13:30:00,2025-06-10 13:30:00,0.20204,0.242448,0.197999,0.197999,185214.647973,-748.41535,-2.0,Stop Loss (Same Candle),37420.767476,36672.352127,0
TAIKOUSDT,2025-06-11 17:30:00,2025-06-11 12:30:00,2025-06-11 16:29:00,0.5021,0.60252,0.492058,0.5679,73037.944885,4805.896773,13.104959,4h Timeout,36672.352127,41478.2489,239
SQDUSDT,2025-06-11 17:30:00,2025-06-11 12:45:00,2025-06-11 12:53:00,0.22751,0.273012,0.22296,0.273012,182313.959388,8295.64978,20.0,Target Hit,41478.2489,49773.89868,8
PUMPBTCUSDT,2025-06-13 15:30:00,2025-06-13 10:00:00,2025-06-13 10:25:00,0.0439,0.05268,0.043022,0.043022,1133801.792264,-995.477974,-2.0,Stop Loss,49773.89868,48778.420707,25
