timestamp,open,high,low,close,volume,symbol,launch_date,minutes_from_launch
2025-07-15 09:00:00,0.16464,0.18933,0.16155,0.17991,4062839,CUSDT,2025-07-15 14:30:00,0
2025-07-15 09:01:00,0.18058,0.19199,0.17934,0.1884,3946246,CUSDT,2025-07-15 14:30:00,1
2025-07-15 09:02:00,0.18798,0.19035,0.18516,0.18684,2799629,CUSDT,2025-07-15 14:30:00,2
2025-07-15 09:03:00,0.18662,0.20104,0.18489,0.19881,5011616,CUSDT,2025-07-15 14:30:00,3
2025-07-15 09:04:00,0.19881,0.20357,0.19646,0.19813,5684125,CUSDT,2025-07-15 14:30:00,4
2025-07-15 09:05:00,0.19812,0.20478,0.19806,0.20427,4686559,CUSDT,2025-07-15 14:30:00,5
2025-07-15 09:06:00,0.20405,0.20729,0.20102,0.20526,4317826,CUSDT,2025-07-15 14:30:00,6
2025-07-15 09:07:00,0.20525,0.20641,0.199,0.201,4949769,CUSDT,2025-07-15 14:30:00,7
2025-07-15 09:08:00,0.201,0.212,0.2,0.20945,6865250,CUSDT,2025-07-15 14:30:00,8
2025-07-15 09:09:00,0.20944,0.21675,0.20886,0.21405,5216816,CUSDT,2025-07-15 14:30:00,9
2025-07-15 09:10:00,0.21405,0.21948,0.21212,0.21823,6614844,CUSDT,2025-07-15 14:30:00,10
2025-07-15 09:11:00,0.21858,0.22648,0.21835,0.22393,7452039,CUSDT,2025-07-15 14:30:00,11
2025-07-15 09:12:00,0.2238,0.237,0.21666,0.23165,10782477,CUSDT,2025-07-15 14:30:00,12
2025-07-15 09:13:00,0.23165,0.23481,0.22505,0.22587,5152204,CUSDT,2025-07-15 14:30:00,13
2025-07-15 09:14:00,0.22616,0.2328,0.22606,0.22954,4692289,CUSDT,2025-07-15 14:30:00,14
2025-07-15 09:15:00,0.22979,0.233,0.22464,0.22477,5470192,CUSDT,2025-07-15 14:30:00,15
2025-07-15 09:16:00,0.22534,0.234,0.22269,0.22969,6231997,CUSDT,2025-07-15 14:30:00,16
2025-07-15 09:17:00,0.22996,0.24201,0.22954,0.23878,9977732,CUSDT,2025-07-15 14:30:00,17
2025-07-15 09:18:00,0.2387,0.244,0.23713,0.24175,8954675,CUSDT,2025-07-15 14:30:00,18
2025-07-15 09:19:00,0.242,0.24251,0.23781,0.24065,3541463,CUSDT,2025-07-15 14:30:00,19
2025-07-15 09:20:00,0.24024,0.248,0.23641,0.24041,8488393,CUSDT,2025-07-15 14:30:00,20
2025-07-15 09:21:00,0.24011,0.24307,0.237,0.23823,6443175,CUSDT,2025-07-15 14:30:00,21
2025-07-15 09:22:00,0.23825,0.247,0.23825,0.24397,6557209,CUSDT,2025-07-15 14:30:00,22
2025-07-15 09:23:00,0.24397,0.24586,0.239,0.24163,4549951,CUSDT,2025-07-15 14:30:00,23
2025-07-15 09:24:00,0.24175,0.24632,0.24,0.24377,5002787,CUSDT,2025-07-15 14:30:00,24
2025-07-15 09:25:00,0.24378,0.24472,0.236,0.23611,5704039,CUSDT,2025-07-15 14:30:00,25
2025-07-15 09:26:00,0.23611,0.23887,0.2328,0.23589,9300804,CUSDT,2025-07-15 14:30:00,26
2025-07-15 09:27:00,0.23594,0.23748,0.232,0.23369,6248222,CUSDT,2025-07-15 14:30:00,27
2025-07-15 09:28:00,0.23362,0.2408,0.2336,0.23854,5415261,CUSDT,2025-07-15 14:30:00,28
2025-07-15 09:29:00,0.2383,0.24185,0.238,0.23976,3106923,CUSDT,2025-07-15 14:30:00,29
2025-07-15 09:30:00,0.23968,0.24656,0.23528,0.2457,7264641,CUSDT,2025-07-15 14:30:00,30
2025-07-15 09:31:00,0.24563,0.2499,0.2411,0.24794,8471893,CUSDT,2025-07-15 14:30:00,31
2025-07-15 09:32:00,0.24773,0.2514,0.239,0.24236,10798745,CUSDT,2025-07-15 14:30:00,32
2025-07-15 09:33:00,0.24235,0.243,0.23666,0.24,5189151,CUSDT,2025-07-15 14:30:00,33
2025-07-15 09:34:00,0.24002,0.24126,0.238,0.23911,3711683,CUSDT,2025-07-15 14:30:00,34
2025-07-15 09:35:00,0.23918,0.24068,0.235,0.23582,6944664,CUSDT,2025-07-15 14:30:00,35
2025-07-15 09:36:00,0.23582,0.23903,0.2313,0.23402,7970070,CUSDT,2025-07-15 14:30:00,36
2025-07-15 09:37:00,0.23402,0.239,0.23367,0.23763,3862717,CUSDT,2025-07-15 14:30:00,37
