timestamp,open,high,low,close,volume,symbol,launch_date,minutes_from_launch
2024-12-20 19:00:00,0.1695,0.19212,0.1695,0.19016,29211,KMNOUSDT,2024-12-21 00:30:00,0
2024-12-20 19:01:00,0.19016,0.19117,0.18982,0.19087,192922,KMNOUSDT,2024-12-21 00:30:00,1
2024-12-20 19:02:00,0.19083,0.19257,0.19053,0.19237,374212,KMNOUSDT,2024-12-21 00:30:00,2
2024-12-20 19:03:00,0.19241,0.19265,0.19231,0.19263,395986,KMNOUSDT,2024-12-21 00:30:00,3
2024-12-20 19:04:00,0.19265,0.19279,0.19194,0.19212,398697,KMNOUSDT,2024-12-21 00:30:00,4
2024-12-20 19:05:00,0.19212,0.19221,0.18825,0.19028,616008,KMNOUSDT,2024-12-21 00:30:00,5
2024-12-20 19:06:00,0.19028,0.19084,0.18992,0.19017,410297,KMNOUSDT,2024-12-21 00:30:00,6
2024-12-20 19:07:00,0.19017,0.19023,0.18906,0.18938,420414,KMNOUSDT,2024-12-21 00:30:00,7
2024-12-20 19:08:00,0.18938,0.19145,0.18917,0.19138,538260,KMNOUSDT,2024-12-21 00:30:00,8
2024-12-20 19:09:00,0.19141,0.19263,0.19141,0.19238,382244,KMNOUSDT,2024-12-21 00:30:00,9
2024-12-20 19:10:00,0.19238,0.1931,0.19165,0.19168,319565,KMNOUSDT,2024-12-21 00:30:00,10
2024-12-20 19:11:00,0.19168,0.19173,0.19013,0.1907,324524,KMNOUSDT,2024-12-21 00:30:00,11
2024-12-20 19:12:00,0.19074,0.1917,0.19074,0.19136,101944,KMNOUSDT,2024-12-21 00:30:00,12
2024-12-20 19:13:00,0.19139,0.19158,0.19132,0.19145,50236,KMNOUSDT,2024-12-21 00:30:00,13
2024-12-20 19:14:00,0.19151,0.19176,0.19086,0.19086,74742,KMNOUSDT,2024-12-21 00:30:00,14
2024-12-20 19:15:00,0.19094,0.19184,0.19086,0.19173,132032,KMNOUSDT,2024-12-21 00:30:00,15
2024-12-20 19:16:00,0.19163,0.19537,0.19161,0.19496,948432,KMNOUSDT,2024-12-21 00:30:00,16
2024-12-20 19:17:00,0.19494,0.19917,0.19434,0.19834,1401942,KMNOUSDT,2024-12-21 00:30:00,17
2024-12-20 19:18:00,0.19839,0.2,0.19633,0.19999,887025,KMNOUSDT,2024-12-21 00:30:00,18
2024-12-20 19:19:00,0.1997,0.2,0.19774,0.19869,476335,KMNOUSDT,2024-12-21 00:30:00,19
2024-12-20 19:20:00,0.19869,0.20085,0.19431,0.19538,1427576,KMNOUSDT,2024-12-21 00:30:00,20
2024-12-20 19:21:00,0.19538,0.1978,0.19538,0.19741,263288,KMNOUSDT,2024-12-21 00:30:00,21
2024-12-20 19:22:00,0.19741,0.1989,0.19729,0.19785,351597,KMNOUSDT,2024-12-21 00:30:00,22
2024-12-20 19:23:00,0.19785,0.19799,0.19648,0.19737,157206,KMNOUSDT,2024-12-21 00:30:00,23
2024-12-20 19:24:00,0.19737,0.19892,0.19699,0.19886,205008,KMNOUSDT,2024-12-21 00:30:00,24
2024-12-20 19:25:00,0.1989,0.19893,0.19789,0.1985,111644,KMNOUSDT,2024-12-21 00:30:00,25
