symbol,launch_date,first_price,last_price_4h,performance_15m,performance_30m,performance_60m,performance_120m,performance_180m,performance_4h,max_gain_4h,max_loss_4h,high_4h,low_4h,total_volume_4h,candles_count
PLAYUSDT,2025-07-31 14:30:00,0.03972,0.03585,-12.411883182275925,-14.954682779456196,-12.990936555891233,-12.28600201409868,-13.469284994964756,-9.743202416918425,0.6294058408862041,-23.539778449144002,0.03997,0.03037,2105379576.0,240
PLUMEUSDT,2025-03-21 18:30:00,0.2024,0.1979,-1.2351778656126493,-3.458498023715418,-2.025691699604739,-0.7905138339920901,-5.2865612648221285,-2.223320158102769,0.7905138339920901,-5.533596837944658,0.204,0.1912,58771083.0,240
BANANAS31USDT,2025-03-22 14:30:00,0.0044,0.005269,27.659090909090896,27.95454545454544,41.0,31.59090909090908,21.52272727272727,19.749999999999996,47.72727272727271,0.0,0.0065,0.0044,12825365694.0,240
CUDISUSDT,2025-08-20 16:30:00,0.11859,0.0959,-4.941394721308714,-9.494898389408894,-16.552829074964155,-25.79475503836749,-25.010540517750236,-19.13314782022093,2.8501559996626984,-28.32447929842313,0.12197,0.085,568155800.0,240
AAVEUSDC,2025-06-16 13:30:00,282.93,284.52,1.654119393489558,1.4420528045806327,1.000247411020388,2.0676492418619326,-0.1908599300180329,0.5619764606086222,3.1986710493761747,-0.5018909270844435,291.98,281.51,6521.5,240
OBOLUSDT,2025-05-07 15:30:00,0.422,0.32474,-7.964454976303312,-9.867298578199055,-12.075829383886258,-21.708530805687197,-23.17061611374407,-23.047393364928915,4.265402843601899,-26.151658767772517,0.44,0.31164,247952229.0,240
FHEUSDT,2025-04-12 20:30:00,0.05881,0.09765,31.763305560278866,23.95851045740521,59.105594286685935,51.283795272912755,54.53154225471859,66.04318993368474,81.31270192144193,0.0,0.10663,0.05881,607993216.0,240
NEWTUSDT,2025-06-19 19:30:00,0.15,0.2363,82.66666666666669,64.60000000000001,52.666666666666686,54.666666666666686,60.60000000000001,57.533333333333346,138.39999999999998,0.0,0.3576,0.15,165523923.0,240
SUSDT,2025-01-16 15:30:00,0.8,0.7912,-1.7250000000000043,-0.8500000000000035,-1.5375000000000112,2.0624999999999947,1.0499999999999954,-1.1000000000000036,2.7499999999999885,-3.212500000000007,0.822,0.7743,21410265.0,240
BTRUSDT,2025-08-27 15:30:00,0.15,0.09395,-14.753333333333323,-20.973333333333326,-25.44666666666667,-30.313333333333333,-36.093333333333334,-37.36666666666666,0.06666666666667784,-40.06666666666667,0.1501,0.0899,845305900.0,240
FISUSDT,2025-04-25 12:30:00,0.19,0.21107,7.515789473684204,8.836842105263157,7.631578947368413,6.3842105263157904,12.410526315789468,11.08947368421053,15.97368421052631,0.0,0.22035,0.19,92720943.0,240
JELLYJELLYUSDT,2025-03-26 21:30:00,0.02432,0.02075,5.550986842105251,3.1661184210526305,0.8223684210526265,-8.429276315789473,-4.605263157894749,-14.679276315789474,12.993421052631577,-19.654605263157908,0.02748,0.01954,5082876354.0,240
KAITOUSDC,2025-03-05 15:30:00,1.8584,1.8567,-0.774860094705121,-1.2699095996556211,-1.608910891089111,-3.766681015927683,-3.529918209212231,-0.09147653895824552,1.1676711149375836,-4.702970297029711,1.8801,1.771,670051.5,240
SOLVUSDT,2025-01-17 17:30:00,0.159,0.1225,-5.534591194968555,-7.421383647798745,-9.182389937106919,-11.257861635220126,-20.06289308176101,-22.955974842767297,0.0,-26.981132075471702,0.159,0.1161,1098322013.0,240
PUFFERUSDT,2025-06-04 13:30:00,0.23047,0.21811,-1.0847398793769263,-2.868052241072593,-1.870091552045823,-3.288931314270839,-5.5321733848223245,-5.362953963639523,1.8831084305983352,-6.603896385646727,0.23481,0.21525,76765643.0,240
HBARUSDC,2025-03-07 15:30:00,0.2537,0.2547,-1.0208908159243126,-0.2877414268821476,-0.4099329917225012,-0.09065825778478834,-0.8513992905005895,0.3941663381947185,1.5884903429247275,-2.621206148994872,0.25773,0.24705,1261518.0,240
WLFIUSDC,2025-09-08 13:30:00,0.21,0.2144,-0.5714285714285614,-1.2857142857142763,-1.1904761904761916,-0.42857142857142105,-0.9047619047618977,2.0952380952381024,3.8095238095238133,-2.666666666666664,0.218,0.2044,13271588.0,240
SHELLUSDT,2025-02-17 22:30:00,0.441,0.4301,2.585034013605447,1.496598639455781,-0.2947845804988715,-4.376417233560087,-3.922902494331062,-2.4716553287981906,4.058956916099767,-7.0975056689342395,0.4589,0.4097,49611723.0,240
PORT3USDT,2025-06-04 13:30:00,0.04831,0.0521,7.431173670047615,8.797350445042444,6.582488097702344,6.789484578762157,8.797350445042444,7.845166632167257,15.048644173049055,-1.4696750155247265,0.05558,0.0476,669788971.0,240
KERNELUSDT,2025-04-14 17:30:00,0.397,0.2928,-11.93954659949622,-13.954659949622167,-8.463476070528971,-5.516372795969781,-11.032745591939548,-26.24685138539043,3.274559193954649,-26.92695214105793,0.41,0.2901,676888084.0,240
DEEPUSDT,2025-04-22 13:30:00,0.12645,0.11005,-3.234480031633064,-2.151047844998023,-1.5342032423883045,-3.5666271253459865,-8.920521945432986,-12.969553183076323,1.2574139976275052,-14.155792803479647,0.12804,0.10855,323857028.0,240
BIDUSDT,2025-03-20 14:30:00,0.13298,0.09355,-32.260490299293124,-31.07234170551962,-29.884193111746114,-31.19266055045871,-30.04963152353736,-29.651075349676642,0.0,-37.36652128139569,0.13298,0.08329,337100603.0,240
ZEREBROUSDT,2025-01-02 19:30:00,0.6778,0.6423,-2.581882561227495,-0.6639126586013497,0.04426084390676867,-0.3835939805252192,-5.001475361463548,-5.237533195632927,1.9032162879905612,-6.447329595750953,0.6907,0.6341,28757331.0,240
HEIUSDT,2025-02-13 14:30:00,1.0373,1.1752,-2.8535621324592757,10.652655933673943,4.434589800443441,7.885857514701616,6.970018316783939,13.294128988720708,14.52810180275714,-11.173238214595594,1.188,0.9214,138024962.4,240
HYPEUSDT,2025-05-30 15:30:00,33.387,31.853,0.4852187977356427,0.10183604396920634,-2.186479767574218,-1.8060921915715744,-1.803097013807781,-4.594602689669629,1.4257046155689312,-4.831221733009853,33.863,31.774,1026828.4299999999,240
EPTUSDT,2025-04-21 18:30:00,0.0178,0.014005,-4.589887640449429,-6.129213483146057,-5.500000000000004,-19.505617977528086,-18.382022471910116,-21.320224719101123,4.016853932584271,-25.033707865168537,0.018515,0.013344,3632776171.0,240
STOUSDT,2025-04-12 19:30:00,0.07541,0.10629,51.53162710515845,52.44662511603235,37.06404986076116,38.376873093754135,36.74578968306591,40.94947619679086,61.34464925076249,0.0,0.12167,0.07541,522534139.0,240
MUBARAKUSDT,2025-03-17 18:30:00,0.0819,0.1515,25.274725274725267,40.29304029304029,70.2075702075702,77.04517704517703,70.57387057387055,84.98168498168498,99.02319902319903,0.0,0.163,0.0819,3133009846.0,240
ETHUSDT_251226,2025-06-27 13:30:00,2460.0,2514.08,1.4764227642276488,1.923170731707315,1.8841463414634112,2.5987804878048713,2.1239837398373984,2.198373983739834,3.6585365853658534,0.0,2550.0,2460.0,714.644,240
BABYUSDT,2025-04-05 18:30:00,0.0728,0.05965,-11.359890109890108,-12.664835164835173,-11.79945054945055,-11.016483516483515,-16.67582417582418,-18.063186813186817,0.0,-21.607142857142858,0.0728,0.05707,182334795.0,240
SOPHUSDT,2025-05-28 18:30:00,0.092,0.067535,-19.61630434782608,-20.835869565217383,-21.81630434782608,-27.50543478260869,-27.846739130434788,-26.592391304347828,0.0,-34.186956521739134,0.092,0.060548,10589458529.0,240
MLNUSDT,2025-03-31 13:30:00,12.31,13.58,-1.1372867587327422,10.07311129163282,26.726238830219323,13.241267262388293,12.672623883021922,10.316815597075545,26.80747359870023,-5.442729488220958,15.61,11.64,5343438.32,240
ICNTUSDT,2025-07-03 18:30:00,0.427,0.3158,-12.622950819672132,-9.11007025761124,-12.388758782201407,-16.065573770491802,-17.002341920374707,-26.042154566744724,0.0,-31.405152224824356,0.427,0.2929,487706022.0,240
YALAUSDT,2025-08-07 21:30:00,0.1886,0.3058,49.469777306468714,88.70625662778367,68.66383881230117,55.67338282078475,61.134676564156955,62.142099681866405,104.50689289501591,-3.0752916224814424,0.3857,0.1828,512378842.0,240
MELANIAUSDT,2025-01-20 14:30:00,11.0,7.895,1.8000000000000036,-3.0727272727272656,4.8272727272727325,-8.318181818181811,-16.35454545454545,-28.22727272727273,6.309090909090917,-29.545454545454547,11.694,7.75,67002616.70999999,240
AIOTUSDT,2025-04-30 17:30:00,0.18151,0.26869,50.64183791526637,40.780122307310876,49.10473252162414,54.261473197069044,55.85918131232438,48.030411547573124,61.52829045231668,0.0,0.29319,0.18151,513088790.0,240
QUSDT,2025-09-02 12:30:00,0.0092,0.011451,20.141304347826093,17.347826086956523,16.71739130434782,13.489130434782618,15.880434782608702,24.46739130434782,26.391304347826082,-1.0869565217391237,0.011628,0.0091,10288601706.0,240
TRUMPUSDT,2025-01-18 18:30:00,22.099,26.02,-10.950721752115488,-9.412190596859595,3.6788994977148235,43.98389067378614,53.626860943934126,17.742884293406938,57.47318883207384,-19.81085116973619,34.8,17.721,106148990.78999999,240
AVNTUSDT,2025-09-09 20:30:00,0.2451,0.25415,-21.672786617707057,-20.877192982456148,-21.476948184414532,-8.56385148918809,-6.51570787433701,3.692370461036301,13.623011015911873,-28.600571195430447,0.27849,0.175,616741850.0,240
PROMPTUSDT,2025-04-11 11:30:00,0.1636,0.1857,18.398533007334976,15.892420537897308,14.669926650366744,10.391198044009789,12.102689486552574,13.508557457212719,22.249388753056245,0.0,0.2,0.1636,239284485.0,240
VVVUSDT,2025-01-29 13:30:00,10.636,9.841,-3.253102670176759,-4.005265137269635,-6.506205340353502,-10.041368935690107,-8.92252726588943,-7.474614516735614,2.4821361414065546,-14.441519368183526,10.9,9.1,4180894.49,240
HIVEUSDT,2024-12-23 16:30:00,0.37638,0.35463,-3.0394813752059107,-3.1138742759976643,-4.264307348955844,1.1796588554120835,-2.231787023752595,-5.778734257930813,1.3523566608215056,-6.971677559912851,0.38147,0.35014,62612952.0,240
OLUSDT,2025-06-25 16:30:00,0.033,0.03652,5.969696969696968,6.181818181818182,4.060606060606063,3.3636363636363633,14.484848484848484,10.666666666666652,23.30303030303029,-0.36363636363636986,0.04069,0.03288,1063580588.0,240
DFUSDT,2024-12-30 16:30:00,0.09669,0.09411,7.87051401385873,4.560968042196708,-0.20684662322886738,-5.243561898852007,-3.9404281725100776,-2.668321439652497,11.697176543592928,-16.52704519598717,0.108,0.08071,222911882.0,240
XNYUSDT,2025-08-13 16:30:00,0.014178,0.016664,1.9748906756947435,-1.3965298349555668,1.6786570743405302,5.931725208068837,6.989702355762454,17.53420792777544,18.493440541684294,-8.477923543518125,0.0168,0.012976,3244082937.0,240
B2USDT,2025-05-06 18:30:00,0.6011,0.6484,9.133255697887217,8.667443021127937,11.462319081683594,7.9354516719348,12.79321244385295,7.86890700382632,16.23689901846615,0.0,0.6987,0.6011,73325758.0,240
PTBUSDT,2025-09-03 17:30:00,0.02979,0.02801,-19.436052366565963,-17.01913393756295,-5.471634776770727,-2.8533064786841225,-7.116482040953341,-5.975159449479692,18.227593152064454,-25.041960389392422,0.03522,0.02233,3101826897.0,240
LINEAUSDT,2025-09-01 13:30:00,0.08,0.04811,-30.874999999999996,-36.137499999999996,-34.5,-35.0625,-37.2875,-39.8625,0.0,-41.875,0.08,0.0465,1228040790.0,240
SQDUSDT,2025-06-11 17:30:00,0.22751,0.28284,15.287240121313364,14.118060744582673,11.181926069183781,13.467539888356555,17.13331282141445,24.319810118236557,29.005318447540766,0.0,0.2935,0.22751,164263394.0,240
SKYUSDT,2025-09-09 12:30:00,0.07254,0.0742,4.425144747725399,5.266060104769788,5.927763992280139,4.1218637992831635,3.63937138130687,2.2883926109732684,10.697546181417154,-2.1229666390956714,0.0803,0.071,250491500.0,240
TAKEUSDT,2025-09-03 16:30:00,0.12,0.16243,11.091666666666681,9.208333333333337,11.308333333333334,22.825,36.99166666666668,35.35833333333333,45.75000000000001,-8.33333333333333,0.1749,0.11,728307449.0,240
PUMPBTCUSDT,2025-06-13 15:30:00,0.0439,0.04693,6.5603644646924835,2.7790432801822296,5.831435079726651,5.9681093394077385,3.120728929384957,6.9020501138952115,11.61731207289294,-4.191343963553534,0.049,0.04206,818166845.0,240
WLFIUSDT,2025-08-23 13:30:00,0.201,0.4075,73.5323383084577,82.13930348258704,86.51741293532338,91.09452736318406,114.17910447761193,102.73631840796018,173.98009950248755,0.0,0.5507,0.201,848077340.0,240
DOODUSDT,2025-05-09 18:30:00,0.0085694,0.0076032,-13.459518752771487,-8.061241160407965,-11.101127266786467,-16.85765631199384,-16.39904777464,-11.27500175041426,4.091301608047253,-22.923425210633184,0.00892,0.006605,9461808354.0,240
CVXUSDT,2025-07-23 16:30:00,5.104,4.66,-4.800156739811914,-6.543887147335433,-8.130877742946709,-10.971786833855809,-9.619905956112845,-8.699059561128525,0.0,-12.617554858934172,5.104,4.46,3004307.4000000004,240
A2ZUSDT,2025-07-30 13:30:00,0.006003,0.005259,-17.641179410294853,-21.306013659836744,-14.42612027319673,-12.077294685990339,-10.461435948692323,-12.393803098450773,2.5487256371814158,-24.83758120939529,0.006156,0.004512,27165926073.0,240
AWEUSDT,2025-05-21 13:30:00,0.06696,0.068003,0.05376344086020664,-2.1460573476702622,-0.7497013142174469,-4.186081242532855,-2.7284946236559273,1.5576463560334355,6.6308243727598555,-5.506272401433706,0.0714,0.063273,325686136.0,240
PUMPUSDT,2025-07-10 12:30:00,0.00595,0.004904,-10.336134453781513,-12.957983193277325,-13.159663865546229,-13.344537815126056,-14.773109243697485,-17.57983193277311,0.0,-19.71428571428572,0.00595,0.004777,12847032927.0,240
TRUMPUSDC,2025-03-06 15:30:00,13.5,13.324,0.3703703703703756,1.0370370370370412,0.9703703703703721,0.3703703703703756,-0.7629629629629612,-1.303703703703705,2.192592592592588,-2.0148148148148164,13.796,13.228,50760.95,240
HYPERUSDT,2025-04-22 18:30:00,0.256,0.2552,9.882812499999996,3.867187500000008,-1.9531250000000018,-1.640624999999993,4.492187500000004,-0.31250000000000894,14.765624999999998,-8.9453125,0.2938,0.2331,862589031.0,240
AINUSDT,2025-07-10 15:30:00,0.0921,0.11492,1.248642779587403,2.073832790445163,7.50271444082519,10.955483170466886,25.635179153094455,24.77741585233441,44.00651465798045,-4.766558089033665,0.13263,0.08771,326109134.0,240
NXPCUSDT,2025-05-15 11:30:00,2.184,3.214,44.1043956043956,28.640109890109876,47.154304029304015,38.82783882783882,51.716575091575066,47.161172161172146,66.66666666666666,-2.3864468864468837,3.64,2.13188,400344707.0,240
MYXUSDT,2025-06-18 17:30:00,0.0778,0.06069,-1.2853470437018006,-2.480719794344457,-10.205655526992274,-17.66066838046271,-18.650385604113108,-21.992287917737784,11.825192802056556,-24.678663239074545,0.087,0.0586,816886658.0,240
AI16ZUSDT,2025-01-02 18:30:00,2.0762,2.0736,0.23119160003852784,-2.8995279838165895,-2.952509392158758,-4.103650900683939,-2.7454002504575636,-0.1252287833542124,1.91696368365283,-8.51555726808593,2.116,1.8994,25726450.400000002,240
BTCUSDT_250926,2025-03-28 13:30:00,87240.0,87661.5,-0.0827602017423167,0.30032095369096745,0.4578175149014147,0.3298945437872569,0.14500229252636404,0.48314993122420913,1.5812700596056857,-0.5359926639156417,88619.5,86772.4,89.94,240
CROSSUSDT,2025-07-10 15:30:00,0.133,0.14641,-0.5037593984962435,-1.661654135338359,3.49624060150375,1.0375939849624003,-6.84962406015038,10.082706766917296,19.75187969924811,-12.481203007518799,0.15927,0.1164,143873219.0,240
LUMIAUSDT,2024-12-18 16:30:00,1.626,1.861,14.51414514145143,15.928659286592875,12.915129151291524,12.484624846248469,12.484624846248469,14.45264452644527,19.803198031980326,0.0,1.948,1.626,32648743.6,240
ESPORTSUSDT,2025-07-29 15:30:00,0.1668,0.145,20.62350119904076,37.889688249400486,-8.932853717026376,-18.764988009592322,-10.31175059952038,-13.0695443645084,52.158273381294975,-20.503597122302164,0.2538,0.1326,702384274.0,240
BULLAUSDT,2025-07-04 14:30:00,0.12,0.0929,-2.1666666666666594,-3.333333333333325,-11.499999999999995,-21.666666666666664,-23.75,-22.583333333333332,17.08333333333335,-26.666666666666668,0.1405,0.088,527639802.0,240
PHAUSDT,2024-12-30 16:30:00,0.44936,0.44184,-1.8248175182481718,-1.192807548513436,0.6475876802563699,3.215684529108069,-0.19583407512907067,-1.673491187466613,6.317874310129969,-3.493857931280041,0.47775,0.43366,52594159.0,240
CTKUSDT,2025-04-30 15:30:00,0.5149,0.4532,1.6508059817440186,0.3884249368809481,-3.9230918624975817,-5.302000388424945,-10.157312099436785,-11.982909302777243,4.428044280442791,-15.051466304136726,0.5377,0.4374,45866984.0,240
ALPINEUSDT,2025-05-06 14:30:00,1.137,1.1826,2.858399296394017,1.7941952506596284,-6.42040457343887,-1.6622691292875917,5.101143359718562,4.010554089709769,10.554089709762522,-8.126649076517154,1.257,1.0446,40257406.1,240
OPENUSDT,2025-09-08 18:30:00,0.551,1.5278,96.95099818511794,128.49364791288562,168.6932849364791,174.26497277676953,158.82032667876584,177.27767695099817,217.18693284936475,-9.98185117967333,1.7477,0.496,593353873.0,240
SLPUSDT,2025-07-23 16:30:00,0.002565,0.002239,-8.538011695906434,-9.239766081871338,-11.73489278752437,-15.945419103313844,-15.555555555555559,-12.709551656920073,0.0,-19.961013645224167,0.002565,0.002053,9013446877.0,240
GRIFFAINUSDT,2025-01-02 18:30:00,0.40692,0.37125,-1.0788361348668054,-2.007765654182643,-3.339722795635504,-3.2856581146171218,-9.090238867590687,-8.765850781480385,1.938956060159247,-10.75395655165635,0.41481,0.36316,47637901.0,240
TUTUSDT,2025-03-20 14:30:00,0.04287,0.04668,14.765570328901337,12.269652437602055,6.27478423139726,6.55470025658969,6.46139491485888,8.887333799860045,16.631677163517622,-0.5131793795194728,0.05,0.04265,1518154869.0,240
CUSDT,2025-07-15 14:30:00,0.16464,0.24146,39.41933916423711,45.6268221574344,44.10835762876578,44.21161321671525,54.294217687074806,46.659378036929056,62.943391642371225,-1.8768221574344082,0.26827,0.16155,953167071.0,240
BIOUSDC,2025-08-25 12:30:00,0.24499,0.23067,-2.5837789297522358,-1.4449569370178437,-3.0409404465488437,-3.134821829462435,-3.347075390832284,-5.845136536185161,0.5306339034246278,-9.171802930731873,0.24629,0.22252,9522922.0,240
VICUSDT,2025-03-12 22:30:00,0.3342,0.3805,12.11849192100538,17.324955116696593,22.5014961101137,15.88868940754039,18.671454219030526,13.853979652902456,28.366247755834827,-7.8695391980849765,0.429,0.3079,274618661.0,240
AIOUSDT,2025-08-13 16:30:00,0.091,0.11294,14.428571428571432,37.49450549450551,17.37362637362638,29.06593406593407,19.153846153846153,24.109890109890113,43.80219780219781,0.0,0.13086,0.091,900100077.0,240
