timestamp,open,high,low,close,volume,symbol,launch_date,minutes_from_launch
2025-05-30 10:30:00,33.387,33.598,33.283,33.363,4945.29,HYPEUSDT,2025-05-30 15:30:00,0
2025-05-30 10:31:00,33.363,33.7,33.339,33.621,9227.49,HYPEUSDT,2025-05-30 15:30:00,1
2025-05-30 10:32:00,33.623,33.652,33.55,33.634,3523.72,HYPEUSDT,2025-05-30 15:30:00,2
2025-05-30 10:33:00,33.635,33.64,33.531,33.617,8596.36,HYPEUSDT,2025-05-30 15:30:00,3
2025-05-30 10:34:00,33.617,33.682,33.55,33.644,6818.95,HYPEUSDT,2025-05-30 15:30:00,4
2025-05-30 10:35:00,33.635,33.785,33.6,33.783,6897.73,HYPEUSDT,2025-05-30 15:30:00,5
2025-05-30 10:36:00,33.783,33.819,33.696,33.739,3894.82,HYPEUSDT,2025-05-30 15:30:00,6
2025-05-30 10:37:00,33.733,33.863,33.69,33.69,6709.21,HYPEUSDT,2025-05-30 15:30:00,7
2025-05-30 10:38:00,33.692,33.711,33.623,33.676,4885.79,HYPEUSDT,2025-05-30 15:30:00,8
2025-05-30 10:39:00,33.687,33.696,33.509,33.578,6508.62,HYPEUSDT,2025-05-30 15:30:00,9
2025-05-30 10:40:00,33.576,33.598,33.544,33.581,4532.65,HYPEUSDT,2025-05-30 15:30:00,10
2025-05-30 10:41:00,33.597,33.67,33.563,33.631,2160.61,HYPEUSDT,2025-05-30 15:30:00,11
2025-05-30 10:42:00,33.621,33.664,33.569,33.585,1932.14,HYPEUSDT,2025-05-30 15:30:00,12
2025-05-30 10:43:00,33.594,33.682,33.593,33.664,1506.3,HYPEUSDT,2025-05-30 15:30:00,13
2025-05-30 10:44:00,33.663,33.663,33.539,33.549,2858.52,HYPEUSDT,2025-05-30 15:30:00,14
2025-05-30 10:45:00,33.546,33.607,33.47,33.582,5749.75,HYPEUSDT,2025-05-30 15:30:00,15
2025-05-30 10:46:00,33.582,33.611,33.534,33.577,2483.85,HYPEUSDT,2025-05-30 15:30:00,16
2025-05-30 10:47:00,33.579,33.618,33.512,33.513,2092.68,HYPEUSDT,2025-05-30 15:30:00,17
2025-05-30 10:48:00,33.512,33.536,33.333,33.383,7609.85,HYPEUSDT,2025-05-30 15:30:00,18
2025-05-30 10:49:00,33.385,33.464,33.384,33.462,3105.85,HYPEUSDT,2025-05-30 15:30:00,19
