timestamp,open,high,low,close,volume,symbol,launch_date,minutes_from_launch
2025-05-21 08:00:00,0.06696,0.071268,0.065305,0.067063,2650392,AWEUSDT,2025-05-21 13:30:00,0
2025-05-21 08:01:00,0.067063,0.068336,0.065306,0.06832,3322192,AWEUSDT,2025-05-21 13:30:00,1
2025-05-21 08:02:00,0.068338,0.0697,0.067236,0.067918,4863747,AWEUSDT,2025-05-21 13:30:00,2
2025-05-21 08:03:00,0.068036,0.069747,0.067001,0.06863,3734063,AWEUSDT,2025-05-21 13:30:00,3
2025-05-21 08:04:00,0.068685,0.07,0.067564,0.068542,4520694,AWEUSDT,2025-05-21 13:30:00,4
2025-05-21 08:05:00,0.068747,0.069462,0.067673,0.069462,2426548,AWEUSDT,2025-05-21 13:30:00,5
2025-05-21 08:06:00,0.069382,0.071268,0.068771,0.06982,7906468,AWEUSDT,2025-05-21 13:30:00,6
2025-05-21 08:07:00,0.069821,0.07135,0.069739,0.070323,3036115,AWEUSDT,2025-05-21 13:30:00,7
2025-05-21 08:08:00,0.070171,0.0714,0.066701,0.067404,10632859,AWEUSDT,2025-05-21 13:30:00,8
2025-05-21 08:09:00,0.067314,0.067628,0.065,0.066035,6605743,AWEUSDT,2025-05-21 13:30:00,9
2025-05-21 08:10:00,0.065954,0.0672,0.065412,0.066755,3129046,AWEUSDT,2025-05-21 13:30:00,10
2025-05-21 08:11:00,0.066755,0.067093,0.0655,0.066517,2734401,AWEUSDT,2025-05-21 13:30:00,11
2025-05-21 08:12:00,0.066546,0.0672,0.06638,0.066427,1544829,AWEUSDT,2025-05-21 13:30:00,12
2025-05-21 08:13:00,0.066406,0.066515,0.0656,0.066099,1597163,AWEUSDT,2025-05-21 13:30:00,13
2025-05-21 08:14:00,0.066167,0.06758,0.066098,0.066996,2747975,AWEUSDT,2025-05-21 13:30:00,14
2025-05-21 08:15:00,0.06701,0.067699,0.066746,0.067191,1741851,AWEUSDT,2025-05-21 13:30:00,15
2025-05-21 08:16:00,0.067093,0.067871,0.066293,0.067359,2195521,AWEUSDT,2025-05-21 13:30:00,16
2025-05-21 08:17:00,0.067256,0.067548,0.0663,0.066694,1422546,AWEUSDT,2025-05-21 13:30:00,17
2025-05-21 08:18:00,0.066872,0.067078,0.066198,0.067078,1459003,AWEUSDT,2025-05-21 13:30:00,18
2025-05-21 08:19:00,0.066976,0.06736,0.06672,0.0672,1148816,AWEUSDT,2025-05-21 13:30:00,19
2025-05-21 08:20:00,0.067222,0.067448,0.067019,0.067197,1342423,AWEUSDT,2025-05-21 13:30:00,20
2025-05-21 08:21:00,0.067196,0.067258,0.066703,0.067051,1150573,AWEUSDT,2025-05-21 13:30:00,21
2025-05-21 08:22:00,0.067051,0.067289,0.0664,0.06714,2065618,AWEUSDT,2025-05-21 13:30:00,22
2025-05-21 08:23:00,0.06717,0.067392,0.0663,0.066901,2163080,AWEUSDT,2025-05-21 13:30:00,23
